"","X","id","value","location","dates","measure","micrograms","value1","normal"
"1429",1429,6552,10,"Somchair","29-Jun-98","Lead",1,10,2.6344e-07
"1460",1460,8515,10,"Kannika","29-Jun-98","Lead",1,10,2.6344e-07
"1491",1491,8996,10,"Kannika","29-Jun-98","Lead",1,10,2.6344e-07
"1522",1522,9479,10,"Kannika","29-Jun-98","Lead",1,10,2.6344e-07
"1553",1553,9927,1,"Sakda","30-Jun-98","Lead",1,1,2.6344e-08
"1585",1585,2486,0,"Boonsri","11-Jul-98","Lead",1,0,0
"1615",1615,2848,0,"Boonsri","11-Jul-98","Lead",1,0,0
"1646",1646,5309,0,"Chai","23-Jul-98","Lead",1,0,0
"1676",1676,5793,0,"Chai","23-Jul-98","Lead",1,0,0
"1706",1706,6271,0,"Chai","23-Jul-98","Lead",1,0,0
"1736",1736,8556,0,"Kannika","26-Jul-98","Lead",1,0,0
"1766",1766,9037,0,"Kannika","26-Jul-98","Lead",1,0,0
"1796",1796,9520,0,"Kannika","26-Jul-98","Lead",1,0,0
"1826",1826,2526,4,"Boonsri","08-Aug-98","Lead",1,4,1.05376e-07
"1856",1856,2889,3,"Boonsri","08-Aug-98","Lead",1,3,7.90321e-08
"1873",1873,5330,32.89,"Chai","15-Aug-98","Lead",1,32.89,8.66455e-07
"1879",1879,8577,22.25,"Kannika","15-Aug-98","Lead",1,22.25,5.86154e-07
"1885",1885,9741,23.36,"Sakda","15-Aug-98","Lead",1,23.36,6.15396e-07
"1904",1904,4911,52,"Kohsoom","22-Aug-98","Lead",1,52,1.36989e-06
"1934",1934,5355,11,"Chai","23-Aug-98","Lead",1,11,2.89784e-07
"1964",1964,5833,16,"Chai","23-Aug-98","Lead",1,16,4.21504e-07
"1994",1994,6311,7,"Chai","23-Aug-98","Lead",1,7,1.84408e-07
"2024",2024,6593,15,"Somchair","24-Aug-98","Lead",1,15,3.9516e-07
"2054",2054,8602,20,"Kannika","25-Aug-98","Lead",1,20,5.2688e-07
"2084",2084,9077,20,"Kannika","25-Aug-98","Lead",1,20,5.2688e-07
"2114",2114,9560,20,"Kannika","25-Aug-98","Lead",1,20,5.2688e-07
"2144",2144,9969,18,"Sakda","26-Aug-98","Lead",1,18,4.74192e-07
"2174",2174,2566,0,"Boonsri","05-Sep-98","Lead",1,0,0
"2204",2204,2929,0,"Boonsri","05-Sep-98","Lead",1,0,0
"2234",2234,8642,0,"Kannika","20-Sep-98","Lead",1,0,0
"2264",2264,9117,0,"Kannika","20-Sep-98","Lead",1,0,0
"2294",2294,9600,0,"Kannika","20-Sep-98","Lead",1,0,0
"2324",2324,5395,0,"Chai","27-Sep-98","Lead",1,0,0
"2354",2354,5873,0,"Chai","27-Sep-98","Lead",1,0,0
"2384",2384,6351,0,"Chai","27-Sep-98","Lead",1,0,0
"2414",2414,4951,0,"Kohsoom","01-Oct-98","Lead",1,0,0
"2444",2444,2606,5,"Boonsri","03-Oct-98","Lead",1,5,1.3172e-07
"2474",2474,2969,12,"Boonsri","03-Oct-98","Lead",1,12,3.16128e-07
"2504",2504,8682,83,"Kannika","23-Oct-98","Lead",1,83,2.18655e-06
"2534",2534,9157,33,"Kannika","23-Oct-98","Lead",1,33,8.69353e-07
"2564",2564,9640,30,"Kannika","23-Oct-98","Lead",1,30,7.90321e-07
"2594",2594,9766,50,"Sakda","24-Oct-98","Lead",1,50,1.3172e-06
"2624",2624,10009,52,"Sakda","24-Oct-98","Lead",1,52,1.36989e-06
"2654",2654,10129,45,"Sakda","24-Oct-98","Lead",1,45,1.18548e-06
"2684",2684,6753,48,"Busarakhan","29-Oct-98","Lead",1,48,1.26451e-06
"2714",2714,5435,42,"Chai","30-Oct-98","Lead",1,42,1.10645e-06
"2744",2744,5913,62,"Chai","30-Oct-98","Lead",1,62,1.63333e-06
"2774",2774,6391,53,"Chai","30-Oct-98","Lead",1,53,1.39623e-06
"2804",2804,6633,48,"Somchair","30-Oct-98","Lead",1,48,1.26451e-06
"2834",2834,2646,0,"Boonsri","07-Nov-98","Lead",1,0,0
"2864",2864,3009,0,"Boonsri","07-Nov-98","Lead",1,0,0
"2894",2894,4991,92,"Kohsoom","14-Nov-98","Lead",1,92,2.42365e-06
"2924",2924,8722,40,"Kannika","20-Nov-98","Lead",1,40,1.05376e-06
"2954",2954,9197,30,"Kannika","20-Nov-98","Lead",1,30,7.90321e-07
"2984",2984,9680,30,"Kannika","20-Nov-98","Lead",1,30,7.90321e-07
"3014",3014,9806,17,"Sakda","20-Nov-98","Lead",1,17,4.47848e-07
"3044",3044,10049,15,"Sakda","20-Nov-98","Lead",1,15,3.9516e-07
"3074",3074,10169,14,"Sakda","20-Nov-98","Lead",1,14,3.68816e-07
"3104",3104,5475,14,"Chai","26-Nov-98","Lead",1,14,3.68816e-07
"3134",3134,5953,14,"Chai","26-Nov-98","Lead",1,14,3.68816e-07
"3164",3164,6431,15,"Chai","26-Nov-98","Lead",1,15,3.9516e-07
"3194",3194,6673,23,"Somchair","28-Nov-98","Lead",1,23,6.05912e-07
"3224",3224,6793,49,"Busarakhan","28-Nov-98","Lead",1,49,1.29086e-06
"3254",3254,2686,0,"Boonsri","05-Dec-98","Lead",1,0,0
"3284",3284,3049,0,"Boonsri","05-Dec-98","Lead",1,0,0
"3314",3314,9846,1,"Sakda","10-Dec-98","Lead",1,1,2.6344e-08
"3344",3344,10089,12,"Sakda","10-Dec-98","Lead",1,12,3.16128e-07
"3374",3374,10209,8,"Sakda","10-Dec-98","Lead",1,8,2.10752e-07
"3404",3404,5031,40,"Kohsoom","13-Dec-98","Lead",1,40,1.05376e-06
"3433",3433,8756,20,"Kannika","17-Dec-98","Lead",1,20,5.2688e-07
"3462",3462,9237,10,"Kannika","17-Dec-98","Lead",1,10,2.6344e-07
"3492",3492,9720,30,"Kannika","17-Dec-98","Lead",1,30,7.90321e-07
"3522",3522,5515,1,"Chai","18-Dec-98","Lead",1,1,2.6344e-08
"3552",3552,5993,1,"Chai","18-Dec-98","Lead",1,1,2.6344e-08
"3582",3582,6471,2,"Chai","18-Dec-98","Lead",1,2,5.2688e-08
"3612",3612,6713,1,"Somchair","19-Dec-98","Lead",1,1,2.6344e-08
"3642",3642,6833,1,"Busarakhan","19-Dec-98","Lead",1,1,2.6344e-08
"3691",3691,41748,3,"Boonsri","09-Jan-99","Lead",1,3,7.90321e-08
"3734",3734,45737,2,"Kohsoom","16-Jan-99","Lead",1,2,5.2688e-08
"3759",3759,52455,26,"Sakda","16-Jan-99","Lead",1,26,6.84944e-07
"3785",3785,52876,10,"Sakda","16-Jan-99","Lead",1,10,2.6344e-07
"3811",3811,53637,19,"Sakda","16-Jan-99","Lead",1,19,5.00536e-07
"3837",3837,50880,41,"Kannika","21-Jan-99","Lead",1,41,1.0801e-06
"3863",3863,51297,13,"Kannika","21-Jan-99","Lead",1,13,3.42472e-07
"3889",3889,52054,43,"Kannika","21-Jan-99","Lead",1,43,1.13279e-06
"3915",3915,48101,34,"Somchair","27-Jan-99","Lead",1,34,8.95697e-07
"3944",3944,48869,14,"Busarakhan","27-Jan-99","Lead",1,14,3.68816e-07
"3973",3973,46131,20,"Chai","30-Jan-99","Lead",1,20,5.2688e-07
"4003",4003,46923,38,"Chai","30-Jan-99","Lead",1,38,1.00107e-06
"4033",4033,47327,38,"Chai","30-Jan-99","Lead",1,38,1.00107e-06
"4062",4062,41019,21,"Boonsri","11-Feb-99","Lead",1,21,5.53224e-07
"4090",4090,41778,63,"Boonsri","11-Feb-99","Lead",1,63,1.65967e-06
"4118",4118,42153,18,"Boonsri","11-Feb-99","Lead",1,18,4.74192e-07
"4145",4145,45769,18,"Kohsoom","13-Feb-99","Lead",1,18,4.74192e-07
"4169",4169,46170,13,"Chai","18-Feb-99","Lead",1,13,3.42472e-07
"4199",4199,46961,22,"Chai","18-Feb-99","Lead",1,22,5.79568e-07
"4229",4229,47365,12,"Chai","18-Feb-99","Lead",1,12,3.16128e-07
"4314",4314,50913,6,"Kannika","26-Feb-99","Lead",1,6,1.58064e-07
"4342",4342,51331,11,"Kannika","26-Feb-99","Lead",1,11,2.89784e-07
"4396",4396,52488,14,"Sakda","27-Feb-99","Lead",1,14,3.68816e-07
"4425",4425,52908,4,"Sakda","27-Feb-99","Lead",1,4,1.05376e-07
"4454",4454,53670,10,"Sakda","27-Feb-99","Lead",1,10,2.6344e-07
"4481",4481,41054,1,"Boonsri","11-Mar-99","Lead",1,1,2.6344e-08
"4509",4509,41812,11,"Boonsri","11-Mar-99","Lead",1,11,2.89784e-07
"4534",4534,42187,10,"Boonsri","11-Mar-99","Lead",1,10,2.6344e-07
"4559",4559,45799,7,"Kohsoom","13-Mar-99","Lead",1,7,1.84408e-07
"4588",4588,46209,14,"Chai","17-Mar-99","Lead",1,14,3.68816e-07
"4617",4617,46999,9,"Chai","17-Mar-99","Lead",1,9,2.37096e-07
"4645",4645,47403,7,"Chai","17-Mar-99","Lead",1,7,1.84408e-07
"4673",4673,48174,3,"Somchair","19-Mar-99","Lead",1,3,7.90321e-08
"4701",4701,48942,6,"Busarakhan","19-Mar-99","Lead",1,6,1.58064e-07
"4729",4729,50948,5,"Kannika","24-Mar-99","Lead",1,5,1.3172e-07
"4757",4757,51365,15,"Kannika","24-Mar-99","Lead",1,15,3.9516e-07
"4783",4783,52120,5,"Kannika","24-Mar-99","Lead",1,5,1.3172e-07
"4809",4809,52524,6,"Sakda","25-Mar-99","Lead",1,6,1.58064e-07
"4838",4838,52943,5,"Sakda","25-Mar-99","Lead",1,5,1.3172e-07
"4864",4864,53704,5,"Sakda","25-Mar-99","Lead",1,5,1.3172e-07
"4889",4889,41089,6,"Boonsri","16-Apr-99","Lead",1,6,1.58064e-07
"4914",4914,41843,15,"Boonsri","16-Apr-99","Lead",1,15,3.9516e-07
"4938",4938,42219,4,"Boonsri","16-Apr-99","Lead",1,4,1.05376e-07
"4964",4964,45834,18,"Kohsoom","22-Apr-99","Lead",1,18,4.74192e-07
"4990",4990,46246,22,"Chai","22-Apr-99","Lead",1,22,5.79568e-07
"5016",5016,47034,23,"Chai","22-Apr-99","Lead",1,23,6.05912e-07
"5041",5041,47439,37,"Chai","22-Apr-99","Lead",1,37,9.74729e-07
"5066",5066,48208,16,"Somchair","23-Apr-99","Lead",1,16,4.21504e-07
"5091",5091,48977,30,"Busarakhan","23-Apr-99","Lead",1,30,7.90321e-07
"5115",5115,50984,25,"Kannika","23-Apr-99","Lead",1,25,6.586e-07
"5138",5138,51398,25,"Kannika","23-Apr-99","Lead",1,25,6.586e-07
"5162",5162,52154,39,"Kannika","23-Apr-99","Lead",1,39,1.02742e-06
"5187",5187,52561,26,"Sakda","26-Apr-99","Lead",1,26,6.84944e-07
"5209",5209,52976,35,"Sakda","26-Apr-99","Lead",1,35,9.22041e-07
"5232",5232,53738,21,"Sakda","26-Apr-99","Lead",1,21,5.53224e-07
"5255",5255,41122,17,"Boonsri","13-May-99","Lead",1,17,4.47848e-07
"5282",5282,41874,17,"Boonsri","13-May-99","Lead",1,17,4.47848e-07
"5308",5308,42253,13,"Boonsri","13-May-99","Lead",1,13,3.42472e-07
"5334",5334,45866,11,"Kohsoom","15-May-99","Lead",1,11,2.89784e-07
"5360",5360,46280,9,"Chai","20-May-99","Lead",1,9,2.37096e-07
"5386",5386,47066,9,"Chai","20-May-99","Lead",1,9,2.37096e-07
"5412",5412,47472,9,"Chai","20-May-99","Lead",1,9,2.37096e-07
"5439",5439,52592,24.43,"Sakda","26-May-99","Lead",1,24.43,6.43584e-07
"5469",5469,53007,18.52,"Sakda","26-May-99","Lead",1,18.52,4.87891e-07
"5498",5498,53769,6,"Sakda","26-May-99","Lead",1,6,1.58064e-07
"5523",5523,48238,16,"Somchair","27-May-99","Lead",1,16,4.21504e-07
"5548",5548,49007,9,"Busarakhan","27-May-99","Lead",1,9,2.37096e-07
"5574",5574,51015,22,"Kannika","28-May-99","Lead",1,22,5.79568e-07
"5600",5600,51429,10,"Kannika","28-May-99","Lead",1,10,2.6344e-07
"5625",5625,52187,12,"Kannika","28-May-99","Lead",1,12,3.16128e-07
"5651",5651,41157,17,"Boonsri","06-Jun-99","Lead",1,17,4.47848e-07
"5675",5675,41907,10,"Boonsri","06-Jun-99","Lead",1,10,2.6344e-07
"5699",5699,42287,9,"Boonsri","06-Jun-99","Lead",1,9,2.37096e-07
"5722",5722,45899,31,"Kohsoom","18-Jun-99","Lead",1,31,8.16665e-07
"5747",5747,46314,21,"Chai","19-Jun-99","Lead",1,21,5.53224e-07
"5772",5772,47099,25,"Chai","19-Jun-99","Lead",1,25,6.586e-07
"5796",5796,47506,20,"Chai","19-Jun-99","Lead",1,20,5.2688e-07
"5819",5819,48269,28,"Somchair","22-Jun-99","Lead",1,28,7.37633e-07
"5840",5840,49040,29,"Busarakhan","22-Jun-99","Lead",1,29,7.63977e-07
"5865",5865,51049,34,"Kannika","23-Jun-99","Lead",1,34,8.95697e-07
"5890",5890,51461,22,"Kannika","23-Jun-99","Lead",1,22,5.79568e-07
"5915",5915,52221,22,"Kannika","23-Jun-99","Lead",1,22,5.79568e-07
"5939",5939,52629,21,"Sakda","25-Jun-99","Lead",1,21,5.53224e-07
"5963",5963,53043,24,"Sakda","25-Jun-99","Lead",1,24,6.32256e-07
"5988",5988,53802,20,"Sakda","25-Jun-99","Lead",1,20,5.2688e-07
"5999",5999,45912,41.38,"Kohsoom","15-Jul-99","Lead",1,41.38,1.09012e-06
"6006",6006,46328,42.83,"Chai","15-Jul-99","Lead",1,42.83,1.12831e-06
"6013",6013,48278,37.49,"Somchair","15-Jul-99","Lead",1,37.49,9.87637e-07
"6020",6020,49053,37.04,"Busarakhan","15-Jul-99","Lead",1,37.04,9.75782e-07
"6027",6027,51063,61.5,"Kannika","15-Jul-99","Lead",1,61.5,1.62016e-06
"6034",6034,52642,36.2,"Sakda","15-Jul-99","Lead",1,36.2,9.53653e-07
"6054",6054,41188,36,"Boonsri","22-Jul-99","Lead",1,36,9.48385e-07
"6078",6078,41937,15,"Boonsri","22-Jul-99","Lead",1,15,3.9516e-07
"6102",6102,42317,18,"Boonsri","22-Jul-99","Lead",1,18,4.74192e-07
"6126",6126,46354,45,"Chai","22-Jul-99","Lead",1,45,1.18548e-06
"6150",6150,47130,43,"Chai","22-Jul-99","Lead",1,43,1.13279e-06
"6174",6174,47537,26,"Chai","22-Jul-99","Lead",1,26,6.84944e-07
"6198",6198,45937,50,"Kohsoom","24-Jul-99","Lead",1,50,1.3172e-06
"6222",6222,48303,30,"Somchair","24-Jul-99","Lead",1,30,7.90321e-07
"6246",6246,49078,48,"Busarakhan","24-Jul-99","Lead",1,48,1.26451e-06
"6270",6270,51089,44,"Kannika","25-Jul-99","Lead",1,44,1.15914e-06
"6294",6294,51493,18,"Kannika","25-Jul-99","Lead",1,18,4.74192e-07
"6318",6318,52253,33,"Kannika","25-Jul-99","Lead",1,33,8.69353e-07
"6343",6343,53834,30.8,"Sakda","26-Jul-99","Lead",1,30.8,8.11396e-07
"6372",6372,52668,47,"Sakda","28-Jul-99","Lead",1,47,1.23817e-06
"6396",6396,53075,16,"Sakda","28-Jul-99","Lead",1,16,4.21504e-07
"6420",6420,53871,28,"Sakda","28-Jul-99","Lead",1,28,7.37633e-07
"6431",6431,45949,35.83,"Kohsoom","15-Aug-99","Lead",1,35.83,9.43906e-07
"6438",6438,46367,38.72,"Chai","15-Aug-99","Lead",1,38.72,1.02004e-06
"6445",6445,48316,54.03,"Somchair","15-Aug-99","Lead",1,54.03,1.42337e-06
"6452",6452,49091,53.51,"Busarakhan","15-Aug-99","Lead",1,53.51,1.40967e-06
"6459",6459,51102,34.92,"Kannika","15-Aug-99","Lead",1,34.92,9.19933e-07
"6466",6466,52681,43.07,"Sakda","15-Aug-99","Lead",1,43.07,1.13464e-06
"6486",6486,41220,32,"Boonsri","19-Aug-99","Lead",1,32,8.43009e-07
"6510",6510,41968,35,"Boonsri","19-Aug-99","Lead",1,35,9.22041e-07
"6535",6535,45974,25,"Kohsoom","28-Aug-99","Lead",1,25,6.586e-07
"6559",6559,46393,23,"Chai","28-Aug-99","Lead",1,23,6.05912e-07
"6583",6583,47161,25,"Chai","28-Aug-99","Lead",1,25,6.586e-07
"6607",6607,47569,26,"Chai","28-Aug-99","Lead",1,26,6.84944e-07
"6631",6631,48341,33,"Somchair","29-Aug-99","Lead",1,33,8.69353e-07
"6655",6655,49116,20,"Busarakhan","30-Aug-99","Lead",1,20,5.2688e-07
"6679",6679,51128,20,"Kannika","30-Aug-99","Lead",1,20,5.2688e-07
"6703",6703,51524,21,"Kannika","30-Aug-99","Lead",1,21,5.53224e-07
"6727",6727,52285,20,"Kannika","30-Aug-99","Lead",1,20,5.2688e-07
"6751",6751,52707,21,"Sakda","31-Aug-99","Lead",1,21,5.53224e-07
"6775",6775,53106,25,"Sakda","31-Aug-99","Lead",1,25,6.586e-07
"6799",6799,53903,19,"Sakda","31-Aug-99","Lead",1,19,5.00536e-07
"6823",6823,41251,17,"Boonsri","16-Sep-99","Lead",1,17,4.47848e-07
"6850",6850,41998,24,"Boonsri","16-Sep-99","Lead",1,24,6.32256e-07
"6878",6878,46425,23,"Chai","16-Sep-99","Lead",1,23,6.05912e-07
"6902",6902,47192,13,"Chai","16-Sep-99","Lead",1,13,3.42472e-07
"6926",6926,47601,33,"Chai","16-Sep-99","Lead",1,33,8.69353e-07
"6950",6950,46004,28,"Kohsoom","18-Sep-99","Lead",1,28,7.37633e-07
"6974",6974,48371,45,"Somchair","18-Sep-99","Lead",1,45,1.18548e-06
"6998",6998,49146,17,"Busarakhan","18-Sep-99","Lead",1,17,4.47848e-07
"7022",7022,51160,27,"Kannika","19-Sep-99","Lead",1,27,7.11289e-07
"7046",7046,51555,13,"Kannika","19-Sep-99","Lead",1,13,3.42472e-07
"7070",7070,52317,33,"Kannika","19-Sep-99","Lead",1,33,8.69353e-07
"7094",7094,52739,14,"Sakda","21-Sep-99","Lead",1,14,3.68816e-07
"7118",7118,53137,24,"Sakda","21-Sep-99","Lead",1,24,6.32256e-07
"7142",7142,53935,25,"Sakda","21-Sep-99","Lead",1,25,6.586e-07
"7166",7166,41286,18,"Boonsri","10-Oct-99","Lead",1,18,4.74192e-07
"7193",7193,42032,23,"Boonsri","10-Oct-99","Lead",1,23,6.05912e-07
"7221",7221,46035,87,"Kohsoom","20-Oct-99","Lead",1,87,2.29193e-06
"7248",7248,46457,36,"Chai","21-Oct-99","Lead",1,36,9.48385e-07
"7272",7272,47223,25,"Chai","21-Oct-99","Lead",1,25,6.586e-07
"7299",7299,47633,20,"Chai","21-Oct-99","Lead",1,20,5.2688e-07
"7324",7324,48402,21,"Somchair","21-Oct-99","Lead",1,21,5.53224e-07
"7351",7351,49177,31,"Busarakhan","22-Oct-99","Lead",1,31,8.16665e-07
"7378",7378,51192,36,"Kannika","22-Oct-99","Lead",1,36,9.48385e-07
"7405",7405,51586,38,"Kannika","22-Oct-99","Lead",1,38,1.00107e-06
"7432",7432,52349,51,"Kannika","22-Oct-99","Lead",1,51,1.34354e-06
"7459",7459,52771,24,"Sakda","23-Oct-99","Lead",1,24,6.32256e-07
"7486",7486,53168,37,"Sakda","23-Oct-99","Lead",1,37,9.74729e-07
"7513",7513,53967,29,"Sakda","23-Oct-99","Lead",1,29,7.63977e-07
"7540",7540,41320,40,"Boonsri","05-Nov-99","Lead",1,40,1.05376e-06
"7564",7564,42065,26,"Boonsri","05-Nov-99","Lead",1,26,6.84944e-07
"7589",7589,46068,47,"Kohsoom","07-Nov-99","Lead",1,47,1.23817e-06
"7613",7613,46489,51,"Chai","18-Nov-99","Lead",1,51,1.34354e-06
"7640",7640,47257,31,"Chai","18-Nov-99","Lead",1,31,8.16665e-07
"7667",7667,47666,36,"Chai","18-Nov-99","Lead",1,36,9.48385e-07
"7694",7694,48435,57,"Somchair","20-Nov-99","Lead",1,57,1.50161e-06
"7721",7721,49210,23,"Busarakhan","20-Nov-99","Lead",1,23,6.05912e-07
"7748",7748,51227,24,"Kannika","26-Nov-99","Lead",1,24,6.32256e-07
"7775",7775,51620,16,"Kannika","26-Nov-99","Lead",1,16,4.21504e-07
"7802",7802,52384,24,"Kannika","26-Nov-99","Lead",1,24,6.32256e-07
"7829",7829,52806,16,"Sakda","26-Nov-99","Lead",1,16,4.21504e-07
"7856",7856,53202,23,"Sakda","26-Nov-99","Lead",1,23,6.05912e-07
"7883",7883,54002,15,"Sakda","26-Nov-99","Lead",1,15,3.9516e-07
"7910",7910,41352,21,"Boonsri","09-Dec-99","Lead",1,21,5.53224e-07
"7933",7933,42096,20,"Boonsri","09-Dec-99","Lead",1,20,5.2688e-07
"7958",7958,46524,28,"Chai","09-Dec-99","Lead",1,28,7.37633e-07
"7985",7985,47291,48,"Chai","09-Dec-99","Lead",1,48,1.26451e-06
"8012",8012,47701,34,"Chai","09-Dec-99","Lead",1,34,8.95697e-07
"8039",8039,48469,34,"Somchair","10-Dec-99","Lead",1,34,8.95697e-07
"8066",8066,49244,19,"Busarakhan","10-Dec-99","Lead",1,19,5.00536e-07
"8093",8093,46098,40,"Kohsoom","11-Dec-99","Lead",1,40,1.05376e-06
"8117",8117,52841,27,"Sakda","15-Dec-99","Lead",1,27,7.11289e-07
"8144",8144,53236,41,"Sakda","15-Dec-99","Lead",1,41,1.0801e-06
"8171",8171,54037,57,"Sakda","15-Dec-99","Lead",1,57,1.50161e-06
"8198",8198,51262,35,"Kannika","16-Dec-99","Lead",1,35,9.22041e-07
"8225",8225,51654,25,"Kannika","16-Dec-99","Lead",1,25,6.586e-07
"8252",8252,52419,21,"Kannika","16-Dec-99","Lead",1,21,5.53224e-07
"8281",8281,97495,76.96,"Boonsri","14-Jan-00","Lead",1,76.96,2.02744e-06
"8311",8311,98287,79.32,"Boonsri","14-Jan-00","Lead",1,79.32,2.08961e-06
"8338",8338,104639,25.58,"Chai","14-Jan-00","Lead",1,25.58,6.7388e-07
"8367",8367,105442,26.73,"Chai","14-Jan-00","Lead",1,26.73,7.04176e-07
"8396",8396,106234,55.58,"Chai","14-Jan-00","Lead",1,55.58,1.4642e-06
"8425",8425,107024,40.82,"Somchair","15-Jan-00","Lead",1,40.82,1.07536e-06
"8454",8454,107831,14.59,"Busarakhan","15-Jan-00","Lead",1,14.59,3.84359e-07
"8483",8483,103831,26.4,"Kohsoom","16-Jan-00","Lead",1,26.4,6.95482e-07
"8510",8510,110668,15.12,"Kannika","19-Jan-00","Lead",1,15.12,3.98322e-07
"8539",8539,111469,18.17,"Kannika","19-Jan-00","Lead",1,18.17,4.78671e-07
"8568",8568,112266,11.27,"Kannika","19-Jan-00","Lead",1,11.27,2.96897e-07
"8597",8597,113065,16.38,"Sakda","19-Jan-00","Lead",1,16.38,4.31515e-07
"8626",8626,113866,17.83,"Sakda","19-Jan-00","Lead",1,17.83,4.69714e-07
"8655",8655,114661,20.69,"Sakda","19-Jan-00","Lead",1,20.69,5.45058e-07
"8684",8684,96737,20.1,"Boonsri","10-Feb-00","Lead",1,20.1,5.29515e-07
"8714",8714,97533,25.01,"Boonsri","10-Feb-00","Lead",1,25.01,6.58864e-07
"8744",8744,98322,17.17,"Boonsri","10-Feb-00","Lead",1,17.17,4.52327e-07
"8774",8774,103866,33.61,"Kohsoom","12-Feb-00","Lead",1,33.61,8.85422e-07
"8804",8804,104676,37.24,"Chai","18-Feb-00","Lead",1,37.24,9.81051e-07
"8833",8833,105479,38.87,"Chai","18-Feb-00","Lead",1,38.87,1.02399e-06
"8862",8862,106271,41.06,"Chai","18-Feb-00","Lead",1,41.06,1.08169e-06
"8891",8891,110705,19.5,"Kannika","18-Feb-00","Lead",1,19.5,5.13708e-07
"8920",8920,111506,19.07,"Kannika","18-Feb-00","Lead",1,19.07,5.0238e-07
"8949",8949,112303,37.67,"Kannika","18-Feb-00","Lead",1,37.67,9.92379e-07
"8978",8978,107061,41.9,"Somchair","19-Feb-00","Lead",1,41.9,1.10381e-06
"9007",9007,107868,17.24,"Busarakhan","19-Feb-00","Lead",1,17.24,4.54171e-07
"9036",9036,113102,19.19,"Sakda","19-Feb-00","Lead",1,19.19,5.05542e-07
"9065",9065,113903,19.85,"Sakda","19-Feb-00","Lead",1,19.85,5.22929e-07
"9094",9094,114698,50.91,"Sakda","19-Feb-00","Lead",1,50.91,1.34117e-06
