"","X","id","value","location","dates","measure","micrograms","value1","normal"
"2386",2386,6353,0,"Chai","27-Sep-98","Mercury",1,0,0
"2416",2416,4953,0,"Kohsoom","01-Oct-98","Mercury",1,0,0
"2446",2446,2608,0,"Boonsri","03-Oct-98","Mercury",1,0,0
"2476",2476,2971,0,"Boonsri","03-Oct-98","Mercury",1,0,0
"2506",2506,8684,0,"Kannika","23-Oct-98","Mercury",1,0,0
"2536",2536,9159,0,"Kannika","23-Oct-98","Mercury",1,0,0
"2566",2566,9642,0,"Kannika","23-Oct-98","Mercury",1,0,0
"2596",2596,9768,0,"Sakda","24-Oct-98","Mercury",1,0,0
"2626",2626,10011,0,"Sakda","24-Oct-98","Mercury",1,0,0
"2656",2656,10131,0,"Sakda","24-Oct-98","Mercury",1,0,0
"2686",2686,6755,0,"Busarakhan","29-Oct-98","Mercury",1,0,0
"2716",2716,5437,0,"Chai","30-Oct-98","Mercury",1,0,0
"2746",2746,5915,0,"Chai","30-Oct-98","Mercury",1,0,0
"2776",2776,6393,0,"Chai","30-Oct-98","Mercury",1,0,0
"2806",2806,6635,0,"Somchair","30-Oct-98","Mercury",1,0,0
"2836",2836,2648,0,"Boonsri","07-Nov-98","Mercury",1,0,0
"2866",2866,3011,0,"Boonsri","07-Nov-98","Mercury",1,0,0
"2896",2896,4993,0,"Kohsoom","14-Nov-98","Mercury",1,0,0
"2926",2926,8724,0,"Kannika","20-Nov-98","Mercury",1,0,0
"2956",2956,9199,0,"Kannika","20-Nov-98","Mercury",1,0,0
"2986",2986,9682,0,"Kannika","20-Nov-98","Mercury",1,0,0
"3016",3016,9808,0,"Sakda","20-Nov-98","Mercury",1,0,0
"3046",3046,10051,0,"Sakda","20-Nov-98","Mercury",1,0,0
"3076",3076,10171,0,"Sakda","20-Nov-98","Mercury",1,0,0
"3106",3106,5477,0,"Chai","26-Nov-98","Mercury",1,0,0
"3136",3136,5955,0,"Chai","26-Nov-98","Mercury",1,0,0
"3166",3166,6433,0,"Chai","26-Nov-98","Mercury",1,0,0
"3196",3196,6675,0,"Somchair","28-Nov-98","Mercury",1,0,0
"3226",3226,6795,0,"Busarakhan","28-Nov-98","Mercury",1,0,0
"3256",3256,2688,0,"Boonsri","05-Dec-98","Mercury",1,0,0
"3286",3286,3051,0,"Boonsri","05-Dec-98","Mercury",1,0,0
"3316",3316,9848,0,"Sakda","10-Dec-98","Mercury",1,0,0
"3346",3346,10091,0,"Sakda","10-Dec-98","Mercury",1,0,0
"3376",3376,10211,0,"Sakda","10-Dec-98","Mercury",1,0,0
"3406",3406,5033,0,"Kohsoom","13-Dec-98","Mercury",1,0,0
"3435",3435,8758,0,"Kannika","17-Dec-98","Mercury",1,0,0
"3464",3464,9239,0,"Kannika","17-Dec-98","Mercury",1,0,0
"3494",3494,9722,0,"Kannika","17-Dec-98","Mercury",1,0,0
"3524",3524,5517,0,"Chai","18-Dec-98","Mercury",1,0,0
"3554",3554,5995,0,"Chai","18-Dec-98","Mercury",1,0,0
"3584",3584,6473,0,"Chai","18-Dec-98","Mercury",1,0,0
"3614",3614,6715,0,"Somchair","19-Dec-98","Mercury",1,0,0
"3644",3644,6835,0,"Busarakhan","19-Dec-98","Mercury",1,0,0
"34094",34094,589643,0.407,"Boonsri","14-Jan-05","Mercury",1,0.407,1.0722e-08
"34139",34139,591245,0,"Boonsri","14-Jan-05","Mercury",1,0,0
"34182",34182,592993,0,"Boonsri","14-Jan-05","Mercury",1,0,0
"34222",34222,613534,0,"Kannika","16-Jan-05","Mercury",1,0,0
"34261",34261,614476,0,"Kannika","16-Jan-05","Mercury",1,0,0
"34298",34298,615486,0,"Kannika","16-Jan-05","Mercury",1,0,0
"34337",34337,616415,0,"Sakda","16-Jan-05","Mercury",1,0,0
"34377",34377,617359,0,"Sakda","16-Jan-05","Mercury",1,0,0
"34415",34415,618374,0,"Sakda","16-Jan-05","Mercury",1,0,0
"34453",34453,607574,0,"Somchair","22-Jan-05","Mercury",1,0,0
"34491",34491,608521,0,"Busarakhan","22-Jan-05","Mercury",1,0,0
"34530",34530,603333,0.483,"Chai","27-Jan-05","Mercury",1,0.483,1.27242e-08
"34568",34568,604699,1.27,"Chai","27-Jan-05","Mercury",1,1.27,3.34569e-08
"34603",34603,606223,0,"Chai","27-Jan-05","Mercury",1,0,0
"34641",34641,589694,0,"Boonsri","28-Jan-05","Mercury",1,0,0
"34687",34687,591303,1.109,"Boonsri","28-Jan-05","Mercury",1,1.109,2.92155e-08
"34732",34732,593043,0.995,"Boonsri","28-Jan-05","Mercury",1,0.995,2.62123e-08
"34810",34810,603369,0.377,"Chai","31-Jan-05","Mercury",1,0.377,9.9317e-09
"34829",34829,604741,0,"Chai","31-Jan-05","Mercury",1,0,0
"34848",34848,606258,0,"Chai","31-Jan-05","Mercury",1,0,0
"34876",34876,589746,0,"Boonsri","11-Feb-05","Mercury",1,0,0
"34910",34910,591363,0,"Boonsri","11-Feb-05","Mercury",1,0,0
"34942",34942,593095,0,"Boonsri","11-Feb-05","Mercury",1,0,0
"34973",34973,613580,0.579,"Kannika","11-Feb-05","Mercury",1,0.579,1.52532e-08
"35007",35007,614529,0,"Kannika","11-Feb-05","Mercury",1,0,0
"35038",35038,615533,0,"Kannika","11-Feb-05","Mercury",1,0,0
"35069",35069,616462,0,"Sakda","11-Feb-05","Mercury",1,0,0
"35104",35104,617413,0,"Sakda","11-Feb-05","Mercury",1,0,0
"35135",35135,618420,0,"Sakda","11-Feb-05","Mercury",1,0,0
"35166",35166,607621,0,"Somchair","20-Feb-05","Mercury",1,0,0
"35206",35206,608568,0,"Busarakhan","20-Feb-05","Mercury",1,0,0
"35239",35239,603394,0,"Chai","21-Feb-05","Mercury",1,0,0
"35259",35259,604768,0,"Chai","21-Feb-05","Mercury",1,0,0
"35278",35278,606284,0,"Chai","21-Feb-05","Mercury",1,0,0
"35307",35307,589789,0,"Boonsri","24-Feb-05","Mercury",1,0,0
"35352",35352,591413,0,"Boonsri","24-Feb-05","Mercury",1,0,0
"35396",35396,593137,0,"Boonsri","24-Feb-05","Mercury",1,0,0
"35476",35476,603420,0,"Chai","28-Feb-05","Mercury",1,0,0
"35508",35508,604800,0,"Chai","28-Feb-05","Mercury",1,0,0
"35538",35538,606309,0,"Chai","28-Feb-05","Mercury",1,0,0
"35578",35578,589840,0,"Boonsri","11-Mar-05","Mercury",1,0,0
"35622",35622,591471,0,"Boonsri","11-Mar-05","Mercury",1,0,0
"35665",35665,593188,0.347,"Boonsri","11-Mar-05","Mercury",1,0.347,9.14137e-09
"35706",35706,613621,0.579,"Kannika","11-Mar-05","Mercury",1,0.579,1.52532e-08
"35744",35744,614577,0,"Kannika","11-Mar-05","Mercury",1,0,0
"35781",35781,615572,0,"Kannika","11-Mar-05","Mercury",1,0,0
"35817",35817,616504,0,"Sakda","11-Mar-05","Mercury",1,0,0
"35853",35853,617459,0,"Sakda","11-Mar-05","Mercury",1,0,0
"35887",35887,618458,0,"Sakda","11-Mar-05","Mercury",1,0,0
"35922",35922,603464,0,"Chai","17-Mar-05","Mercury",1,0,0
"35962",35962,604851,0,"Chai","17-Mar-05","Mercury",1,0,0
"35999",35999,606353,0,"Chai","17-Mar-05","Mercury",1,0,0
"36037",36037,607668,0,"Somchair","24-Mar-05","Mercury",1,0,0
"36078",36078,608616,0,"Busarakhan","24-Mar-05","Mercury",1,0,0
"36121",36121,589892,0,"Boonsri","25-Mar-05","Mercury",1,0,0
"36169",36169,591531,0,"Boonsri","25-Mar-05","Mercury",1,0,0
"36216",36216,593240,0,"Boonsri","25-Mar-05","Mercury",1,0,0
"36300",36300,603503,0,"Chai","31-Mar-05","Mercury",1,0,0
"36334",36334,604896,0,"Chai","31-Mar-05","Mercury",1,0,0
"36365",36365,606391,0,"Chai","31-Mar-05","Mercury",1,0,0
"36407",36407,589947,0,"Boonsri","08-Apr-05","Mercury",1,0,0
"36452",36452,591594,0,"Boonsri","08-Apr-05","Mercury",1,0,0
"36495",36495,593295,0,"Boonsri","08-Apr-05","Mercury",1,0,0
"36535",36535,613666,0,"Kannika","08-Apr-05","Mercury",1,0,0
"36577",36577,614630,0,"Kannika","08-Apr-05","Mercury",1,0,0
"36616",36616,615616,0,"Kannika","08-Apr-05","Mercury",1,0,0
"36656",36656,616548,0,"Sakda","08-Apr-05","Mercury",1,0,0
"36697",36697,617510,0,"Sakda","08-Apr-05","Mercury",1,0,0
"36735",36735,618501,0,"Sakda","08-Apr-05","Mercury",1,0,0
"36774",36774,603548,0,"Chai","11-Apr-05","Mercury",1,0,0
"36815",36815,604947,0,"Chai","11-Apr-05","Mercury",1,0,0
"36854",36854,606436,0,"Chai","11-Apr-05","Mercury",1,0,0
"36889",36889,603589,0,"Chai","21-Apr-05","Mercury",1,0,0
"36925",36925,604995,0,"Chai","21-Apr-05","Mercury",1,0,0
"36959",36959,606477,0.334,"Chai","21-Apr-05","Mercury",1,0.334,8.7989e-09
"37000",37000,589999,0,"Boonsri","22-Apr-05","Mercury",1,0,0
"37047",37047,591653,0,"Boonsri","22-Apr-05","Mercury",1,0,0
"37094",37094,593345,0,"Boonsri","22-Apr-05","Mercury",1,0,0
"37137",37137,607715,0,"Somchair","24-Apr-05","Mercury",1,0,0
"37177",37177,608663,0,"Busarakhan","24-Apr-05","Mercury",1,0,0
"37266",37266,590053,0,"Boonsri","13-May-05","Mercury",1,0,0
"37312",37312,591709,0,"Boonsri","13-May-05","Mercury",1,0,0
"37358",37358,593399,0,"Boonsri","13-May-05","Mercury",1,0,0
"37404",37404,613715,0,"Kannika","13-May-05","Mercury",1,0,0
"37448",37448,614685,0.393,"Kannika","13-May-05","Mercury",1,0.393,1.03532e-08
"37491",37491,615664,0,"Kannika","13-May-05","Mercury",1,0,0
"37534",37534,616596,0,"Sakda","13-May-05","Mercury",1,0,0
"37578",37578,617563,0,"Sakda","13-May-05","Mercury",1,0,0
"37621",37621,618548,0,"Sakda","13-May-05","Mercury",1,0,0
"37661",37661,603634,0.322,"Chai","16-May-05","Mercury",1,0.322,8.48277e-09
"37703",37703,605047,0,"Chai","16-May-05","Mercury",1,0,0
"37744",37744,606521,0,"Chai","16-May-05","Mercury",1,0,0
"37777",37777,603673,0,"Chai","23-May-05","Mercury",1,0,0
"37811",37811,605089,0,"Chai","23-May-05","Mercury",1,0,0
"37843",37843,606560,0,"Chai","23-May-05","Mercury",1,0,0
"37944",37944,590127,0,"Boonsri","28-May-05","Mercury",1,0,0
"37974",37974,591783,0,"Boonsri","28-May-05","Mercury",1,0,0
"38004",38004,593474,0,"Boonsri","28-May-05","Mercury",1,0,0
"38079",38079,607764,0,"Somchair","29-May-05","Mercury",1,0,0
"38121",38121,608711,0,"Busarakhan","29-May-05","Mercury",1,0,0
"38166",38166,590164,0,"Boonsri","10-Jun-05","Mercury",1,0,0
"38211",38211,591827,0,"Boonsri","10-Jun-05","Mercury",1,0,0
"38255",38255,593511,0,"Boonsri","10-Jun-05","Mercury",1,0,0
"38296",38296,613764,0,"Kannika","10-Jun-05","Mercury",1,0,0
"38322",38322,614742,0,"Kannika","10-Jun-05","Mercury",1,0,0
"38346",38346,615713,0,"Kannika","10-Jun-05","Mercury",1,0,0
"38372",38372,616648,0,"Sakda","10-Jun-05","Mercury",1,0,0
"38399",38399,617621,0,"Sakda","10-Jun-05","Mercury",1,0,0
"38425",38425,618598,0,"Sakda","10-Jun-05","Mercury",1,0,0
"38556",38556,603721,0,"Chai","13-Jun-05","Mercury",1,0,0
"38599",38599,605143,0,"Chai","13-Jun-05","Mercury",1,0,0
"38642",38642,606608,0,"Chai","13-Jun-05","Mercury",1,0,0
"38684",38684,607813,0,"Somchair","17-Jun-05","Mercury",1,0,0
"38709",38709,608761,0,"Busarakhan","17-Jun-05","Mercury",1,0,0
"38729",38729,603765,0,"Chai","20-Jun-05","Mercury",1,0,0
"38765",38765,605195,0,"Chai","20-Jun-05","Mercury",1,0,0
"38798",38798,606652,0,"Chai","20-Jun-05","Mercury",1,0,0
"38875",38875,590216,0,"Boonsri","24-Jun-05","Mercury",1,0,0
"38922",38922,591886,0,"Boonsri","24-Jun-05","Mercury",1,0,0
"38965",38965,593563,0,"Boonsri","24-Jun-05","Mercury",1,0,0
"39043",39043,590270,0,"Boonsri","08-Jul-05","Mercury",1,0,0
"39092",39092,591944,0,"Boonsri","08-Jul-05","Mercury",1,0,0
"39140",39140,593617,0,"Boonsri","08-Jul-05","Mercury",1,0,0
"39189",39189,613819,0,"Kannika","08-Jul-05","Mercury",1,0,0
"39235",39235,614802,0,"Kannika","08-Jul-05","Mercury",1,0,0
"39280",39280,615767,0,"Kannika","08-Jul-05","Mercury",1,0,0
"39325",39325,616703,0,"Sakda","08-Jul-05","Mercury",1,0,0
"39372",39372,617683,0,"Sakda","08-Jul-05","Mercury",1,0,0
"39417",39417,618652,0,"Sakda","08-Jul-05","Mercury",1,0,0
"39461",39461,590326,0,"Boonsri","22-Jul-05","Mercury",1,0,0
"39508",39508,592008,0,"Boonsri","22-Jul-05","Mercury",1,0,0
"39554",39554,593673,0,"Boonsri","22-Jul-05","Mercury",1,0,0
"39599",39599,603813,0,"Chai","23-Jul-05","Mercury",1,0,0
"39644",39644,605250,0,"Chai","23-Jul-05","Mercury",1,0,0
"39688",39688,606700,0,"Chai","23-Jul-05","Mercury",1,0,0
"39759",39759,607865,0,"Somchair","24-Jul-05","Mercury",1,0,0
"39803",39803,608814,0,"Busarakhan","24-Jul-05","Mercury",1,0,0
"39860",39860,603857,0,"Chai","31-Jul-05","Mercury",1,0,0
"39898",39898,605303,0,"Chai","31-Jul-05","Mercury",1,0,0
"39934",39934,606744,0,"Chai","31-Jul-05","Mercury",1,0,0
"39978",39978,590380,0,"Boonsri","12-Aug-05","Mercury",1,0,0
"40026",40026,592069,0,"Boonsri","12-Aug-05","Mercury",1,0,0
"40073",40073,593727,0,"Boonsri","12-Aug-05","Mercury",1,0,0
"40121",40121,613872,0,"Kannika","12-Aug-05","Mercury",1,0,0
"40172",40172,614864,0,"Kannika","12-Aug-05","Mercury",1,0,0
"40221",40221,615820,0,"Kannika","12-Aug-05","Mercury",1,0,0
"40270",40270,616757,0,"Sakda","12-Aug-05","Mercury",1,0,0
"40321",40321,617745,0,"Sakda","12-Aug-05","Mercury",1,0,0
"40370",40370,618705,0,"Sakda","12-Aug-05","Mercury",1,0,0
"40417",40417,607917,0,"Somchair","14-Aug-05","Mercury",1,0,0
"40445",40445,608866,0,"Busarakhan","14-Aug-05","Mercury",1,0,0
"40473",40473,603906,0,"Chai","18-Aug-05","Mercury",1,0,0
"40521",40521,605360,0,"Chai","18-Aug-05","Mercury",1,0,0
"40567",40567,606793,0,"Chai","18-Aug-05","Mercury",1,0,0
"40628",40628,603955,0,"Chai","25-Aug-05","Mercury",1,0,0
"40667",40667,605416,0,"Chai","25-Aug-05","Mercury",1,0,0
"40705",40705,606841,0,"Chai","25-Aug-05","Mercury",1,0,0
"40748",40748,590435,0,"Boonsri","26-Aug-05","Mercury",1,0,0
"40798",40798,592132,0,"Boonsri","26-Aug-05","Mercury",1,0,0
"40847",40847,593782,0,"Boonsri","26-Aug-05","Mercury",1,0,0
"40960",40960,590490,0.469,"Boonsri","09-Sep-05","Mercury",1,0.469,1.23553e-08
"41006",41006,592191,0,"Boonsri","09-Sep-05","Mercury",1,0,0
"41051",41051,593837,0,"Boonsri","09-Sep-05","Mercury",1,0,0
"41096",41096,613926,0,"Kannika","09-Sep-05","Mercury",1,0,0
"41141",41141,614925,0,"Kannika","09-Sep-05","Mercury",1,0,0
"41184",41184,615873,0,"Kannika","09-Sep-05","Mercury",1,0,0
"41227",41227,616811,0,"Sakda","09-Sep-05","Mercury",1,0,0
"41271",41271,617806,0,"Sakda","09-Sep-05","Mercury",1,0,0
"41314",41314,618758,0,"Sakda","09-Sep-05","Mercury",1,0,0
"41357",41357,604001,0,"Chai","22-Sep-05","Mercury",1,0,0
"41401",41401,605470,0,"Chai","22-Sep-05","Mercury",1,0,0
"41444",41444,606886,0,"Chai","22-Sep-05","Mercury",1,0,0
"41487",41487,590543,0,"Boonsri","23-Sep-05","Mercury",1,0,0
"41535",41535,592247,0,"Boonsri","23-Sep-05","Mercury",1,0,0
"41582",41582,593890,0,"Boonsri","23-Sep-05","Mercury",1,0,0
"41629",41629,607969,0,"Somchair","24-Sep-05","Mercury",1,0,0
"41673",41673,608918,0,"Busarakhan","24-Sep-05","Mercury",1,0,0
"41754",41754,604045,0,"Chai","29-Sep-05","Mercury",1,0,0
"41794",41794,605522,0,"Chai","29-Sep-05","Mercury",1,0,0
"41832",41832,606930,0,"Chai","29-Sep-05","Mercury",1,0,0
"41876",41876,590600,0,"Boonsri","02-Oct-05","Mercury",1,0,0
"41911",41911,592311,0,"Boonsri","02-Oct-05","Mercury",1,0,0
"41949",41949,593947,0,"Boonsri","02-Oct-05","Mercury",1,0,0
"41981",41981,604095,0,"Chai","10-Oct-05","Mercury",1,0,0
"42019",42019,605579,0,"Chai","10-Oct-05","Mercury",1,0,0
"42060",42060,606979,0,"Chai","10-Oct-05","Mercury",1,0,0
"42099",42099,613976,0,"Kannika","14-Oct-05","Mercury",1,0,0
"42137",42137,614982,0,"Kannika","14-Oct-05","Mercury",1,0,0
"42172",42172,615922,0,"Kannika","14-Oct-05","Mercury",1,0,0
"42210",42210,616860,0,"Sakda","14-Oct-05","Mercury",1,0,0
"42248",42248,617863,0,"Sakda","14-Oct-05","Mercury",1,0,0
"42285",42285,618807,0,"Sakda","14-Oct-05","Mercury",1,0,0
"42317",42317,604135,0,"Chai","20-Oct-05","Mercury",1,0,0
"42349",42349,605631,0,"Chai","20-Oct-05","Mercury",1,0,0
"42377",42377,607022,0,"Chai","20-Oct-05","Mercury",1,0,0
"42409",42409,590642,0,"Boonsri","21-Oct-05","Mercury",1,0,0
"42447",42447,592365,0,"Boonsri","21-Oct-05","Mercury",1,0,0
"42482",42482,593988,0,"Boonsri","21-Oct-05","Mercury",1,0,0
"42517",42517,602841,0,"Kohsoom","23-Oct-05","Mercury",1,0,0
"42545",42545,608019,0,"Somchair","23-Oct-05","Mercury",1,0,0
"42586",42586,608967,0,"Busarakhan","23-Oct-05","Mercury",1,0,0
"42628",42628,590687,0,"Boonsri","06-Nov-05","Mercury",1,0,0
"42668",42668,592416,0,"Boonsri","06-Nov-05","Mercury",1,0,0
"42709",42709,594032,0,"Boonsri","06-Nov-05","Mercury",1,0,0
"42745",42745,614022,0,"Kannika","11-Nov-05","Mercury",1,0,0
"42782",42782,615033,0,"Kannika","11-Nov-05","Mercury",1,0,0
"42816",42816,615969,0,"Kannika","11-Nov-05","Mercury",1,0,0
"42851",42851,616906,0,"Sakda","11-Nov-05","Mercury",1,0,0
"42887",42887,617916,0,"Sakda","11-Nov-05","Mercury",1,0,0
"42920",42920,618852,0,"Sakda","11-Nov-05","Mercury",1,0,0
"42955",42955,604177,0,"Chai","19-Nov-05","Mercury",1,0,0
"42995",42995,605678,0,"Chai","19-Nov-05","Mercury",1,0,0
"43032",43032,607059,0,"Chai","19-Nov-05","Mercury",1,0,0
"43068",43068,608071,0,"Somchair","24-Nov-05","Mercury",1,0,0
"43105",43105,609017,0,"Busarakhan","24-Nov-05","Mercury",1,0,0
"43145",43145,590734,0,"Boonsri","25-Nov-05","Mercury",1,0,0
"43182",43182,592474,0,"Boonsri","25-Nov-05","Mercury",1,0,0
"43216",43216,594078,0,"Boonsri","25-Nov-05","Mercury",1,0,0
"43249",43249,604219,0,"Chai","26-Nov-05","Mercury",1,0,0
"43279",43279,605727,0,"Chai","26-Nov-05","Mercury",1,0,0
"43307",43307,607098,0,"Chai","26-Nov-05","Mercury",1,0,0
"43379",43379,590778,0,"Boonsri","02-Dec-05","Mercury",1,0,0
"43421",43421,592525,0,"Boonsri","02-Dec-05","Mercury",1,0,0
"43461",43461,594125,0,"Boonsri","02-Dec-05","Mercury",1,0,0
"43498",43498,604257,0,"Chai","05-Dec-05","Mercury",1,0,0
"43531",43531,605772,0,"Chai","05-Dec-05","Mercury",1,0,0
"43564",43564,607135,0,"Chai","05-Dec-05","Mercury",1,0,0
"43595",43595,614066,0,"Kannika","09-Dec-05","Mercury",1,0,0
"43627",43627,615083,0,"Kannika","09-Dec-05","Mercury",1,0,0
"43657",43657,616012,0,"Kannika","09-Dec-05","Mercury",1,0,0
"43687",43687,616949,0,"Sakda","09-Dec-05","Mercury",1,0,0
"43718",43718,617964,0,"Sakda","09-Dec-05","Mercury",1,0,0
"43753",43753,618893,0,"Sakda","09-Dec-05","Mercury",1,0,0
"43789",43789,590826,0,"Boonsri","16-Dec-05","Mercury",1,0,0
"43828",43828,592581,0,"Boonsri","16-Dec-05","Mercury",1,0,0
"43864",43864,594172,0,"Boonsri","16-Dec-05","Mercury",1,0,0
"43893",43893,604291,0,"Chai","16-Dec-05","Mercury",1,0,0
"43920",43920,605815,0,"Chai","16-Dec-05","Mercury",1,0,0
"43951",43951,607168,0,"Chai","16-Dec-05","Mercury",1,0,0
"43987",43987,602923,0,"Kohsoom","18-Dec-05","Mercury",1,0,0
"44025",44025,608115,0,"Somchair","22-Dec-05","Mercury",1,0,0
"44060",44060,609062,0,"Busarakhan","22-Dec-05","Mercury",1,0,0
"44097",44097,683188,0.025,"Boonsri","13-Jan-06","Mercury",1,0.025,6.586e-10
"44134",44134,684787,0.025,"Boonsri","13-Jan-06","Mercury",1,0.025,6.586e-10
"44169",44169,686468,0.115,"Boonsri","13-Jan-06","Mercury",1,0.115,3.02956e-09
"44205",44205,707032,0.025,"Kannika","13-Jan-06","Mercury",1,0.025,6.586e-10
"44241",44241,707983,0.025,"Kannika","13-Jan-06","Mercury",1,0.025,6.586e-10
"44274",44274,709005,0.025,"Kannika","13-Jan-06","Mercury",1,0.025,6.586e-10
"44308",44308,709966,0.025,"Sakda","13-Jan-06","Mercury",1,0.025,6.586e-10
"44342",44342,710917,0.025,"Sakda","13-Jan-06","Mercury",1,0.025,6.586e-10
"44377",44377,711915,0.025,"Sakda","13-Jan-06","Mercury",1,0.025,6.586e-10
"44414",44414,696839,0.161,"Chai","19-Jan-06","Mercury",1,0.161,4.24139e-09
"44451",44451,698213,0.16,"Chai","19-Jan-06","Mercury",1,0.16,4.21504e-09
