,X,id,value,location,dates,measure,micrograms,value1,normal
15873,15873,167694,3.91,Chai,07-Jul-01,Iron,1000,3910,0.000103005
63236,63236,800776,3.87,Kohsoom,27-Oct-07,Iron,1000,3870,0.000101951
16853,16853,171773,3.53,Kannika,25-Sep-01,Iron,1000,3530,9.30E-05
56570,56570,789518,3.507,Boonsri,22-Mar-07,Iron,1000,3507,9.24E-05
34902,34902,591349,3.505,Boonsri,11-Feb-05,Iron,1000,3505,9.23E-05
26823,26823,300620,3.498,Somchair,15-Sep-03,Iron,1000,3498,9.22E-05
16103,16103,174682,3.46,Sakda,27-Jul-01,Iron,1000,3460,9.12E-05
31697,31697,510655,3.45,Kohsoom,25-Jul-04,Iron,1000,3450,9.09E-05
3729,3729,45732,3.44,Kohsoom,16-Jan-99,Iron,1000,3440,9.06E-05
36917,36917,604981,3.382,Chai,21-Apr-05,Iron,1000,3382,8.91E-05
37130,37130,607708,3.369,Somchair,24-Apr-05,Iron,1000,3369,8.88E-05
60200,60200,805030,3.301,Chai,07-Jul-07,Iron,1000,3301,8.70E-05
31200,31200,514601,3.27,Somchair,02-Jul-04,Iron,1000,3270,8.61E-05
60151,60151,803461,3.218,Chai,07-Jul-07,Iron,1000,3218,8.48E-05
60846,60846,806379,3.203,Somchair,22-Jul-07,Iron,1000,3203,8.44E-05
62350,62350,800714,3.2,Kohsoom,23-Sep-07,Iron,1000,3200,8.43E-05
21851,21851,243600,3.19,Kannika,26-Oct-02,Iron,1000,3190,8.40E-05
36030,36030,607661,3.103,Somchair,24-Mar-05,Iron,1000,3103,8.17E-05
25541,25541,303991,3.068,Kannika,26-Jun-03,Iron,1000,3068,8.08E-05
18178,18178,228367,3.04,Boonsri,21-Mar-02,Iron,1000,3040,8.01E-05
18203,18203,229222,3.01,Boonsri,21-Mar-02,Iron,1000,3010,7.93E-05
63277,63277,802182,3,Chai,28-Oct-07,Iron,1000,3000,7.90E-05
57444,57444,814211,2.982,Kannika,12-Apr-07,Iron,1000,2982,7.86E-05
34999,34999,614515,2.978,Kannika,11-Feb-05,Iron,1000,2978,7.85E-05
26846,26846,300994,2.962,Busarakhan,16-Sep-03,Iron,1000,2962,7.80E-05
8828,8828,105474,2.95,Chai,18-Feb-00,Iron,1000,2950,7.77E-05
33703,33703,503090,2.915,Boonsri,03-Dec-04,Iron,1000,2915,7.68E-05
8034,8034,48464,2.9,Somchair,10-Dec-99,Iron,1000,2900,7.64E-05
59746,59746,800527,2.891,Kohsoom,23-Jun-07,Iron,1000,2891,7.62E-05
8857,8857,106266,2.88,Chai,18-Feb-00,Iron,1000,2880,7.59E-05
34030,34030,501886,2.863,Boonsri,17-Dec-04,Iron,1000,2863,7.54E-05
223,223,2278,2.84,Boonsri,15-Feb-98,Iron,1000,2840,7.48E-05
56207,56207,813064,2.792,Kannika,15-Mar-07,Iron,1000,2792,7.36E-05
34679,34679,591289,2.784,Boonsri,28-Jan-05,Iron,1000,2784,7.33E-05
56259,56259,814144,2.738,Kannika,15-Mar-07,Iron,1000,2738,7.21E-05
20147,20147,239070,2.7,Busarakhan,26-Jul-02,Iron,1000,2700,7.11E-05
8220,8220,51649,2.69,Kannika,16-Dec-99,Iron,1000,2690,7.09E-05
23551,23551,297927,2.66,Kohsoom,28-Feb-03,Iron,1000,2660,7.01E-05
33865,33865,513017,2.645,Chai,09-Dec-04,Iron,1000,2645,6.97E-05
57340,57340,804771,2.619,Chai,12-Apr-07,Iron,1000,2619,6.90E-05
35614,35614,591458,2.617,Boonsri,11-Mar-05,Iron,1000,2617,6.89E-05
14756,14756,171598,2.6,Kannika,29-Apr-01,Iron,1000,2600,6.85E-05
59792,59792,806315,2.572,Somchair,23-Jun-07,Iron,1000,2572,6.78E-05
36569,36569,614616,2.555,Kannika,08-Apr-05,Iron,1000,2555,6.73E-05
104176,104176,2188307,2.5399,Kohsoom,15-Mar-13,Iron,1000,2539.9,6.69E-05
6626,6626,48336,2.53,Somchair,29-Aug-99,Iron,1000,2530,6.67E-05
10870,10870,104014,2.53,Kohsoom,29-Jun-00,Iron,1000,2530,6.67E-05
57598,57598,817498,2.508,Sakda,12-Apr-07,Iron,1000,2508,6.61E-05
38072,38072,607757,2.505,Somchair,29-May-05,Iron,1000,2505,6.60E-05
34596,34596,606216,2.5,Chai,27-Jan-05,Iron,1000,2500,6.59E-05
25518,25518,303643,2.498,Kannika,26-Jun-03,Iron,1000,2498,6.58E-05
38114,38114,608704,2.483,Busarakhan,29-May-05,Iron,1000,2483,6.54E-05
7716,7716,49205,2.48,Busarakhan,20-Nov-99,Iron,1000,2480,6.53E-05
8193,8193,51257,2.48,Kannika,16-Dec-99,Iron,1000,2480,6.53E-05
33917,33917,519635,2.466,Kannika,11-Dec-04,Iron,1000,2466,6.50E-05
35096,35096,617399,2.457,Sakda,11-Feb-05,Iron,1000,2457,6.47E-05
38159,38159,590157,2.452,Boonsri,10-Jun-05,Iron,1000,2452,6.46E-05
10754,10754,107207,2.41,Somchair,27-Jun-00,Iron,1000,2410,6.35E-05
5835,5835,49035,2.4,Busarakhan,22-Jun-99,Iron,1000,2400,6.32E-05
103312,103312,2165964,2.399,Decha,20-Jan-13,Iron,1000,2399,6.32E-05
119896,119896,3443737,2.38,Kannika,02-Jul-15,Iron,1000,2380,6.27E-05
119962,119962,3444838,2.38,Kannika,02-Jul-15,Iron,1000,2380,6.27E-05
35344,35344,591399,2.374,Boonsri,24-Feb-05,Iron,1000,2374,6.25E-05
33679,33679,501856,2.355,Boonsri,03-Dec-04,Iron,1000,2355,6.20E-05
11451,11451,104099,2.35,Kohsoom,25-Aug-00,Iron,1000,2350,6.19E-05
56311,56311,815286,2.348,Kannika,15-Mar-07,Iron,1000,2348,6.19E-05
8799,8799,104671,2.32,Chai,18-Feb-00,Iron,1000,2320,6.11E-05
35658,35658,593181,2.306,Boonsri,11-Mar-05,Iron,1000,2306,6.07E-05
52877,52877,701558,2.304,Somchair,22-Nov-06,Iron,1000,2304,6.07E-05
4253,4253,48133,2.29,Somchair,20-Feb-99,Iron,1000,2290,6.03E-05
5814,5814,48264,2.28,Somchair,22-Jun-99,Iron,1000,2280,6.01E-05
62946,62946,816756,2.258,Sakda,13-Oct-07,Iron,1000,2258,5.95E-05
31902,31902,515415,2.251,Busarakhan,14-Aug-04,Iron,1000,2251,5.93E-05
11199,11199,111688,2.24,Kannika,28-Jul-00,Iron,1000,2240,5.90E-05
119929,119929,3444290,2.24,Kannika,02-Jul-15,Iron,1000,2240,5.90E-05
56867,56867,806113,2.227,Somchair,28-Mar-07,Iron,1000,2227,5.87E-05
60717,60717,803518,2.222,Chai,19-Jul-07,Iron,1000,2222,5.85E-05
25495,25495,303283,2.215,Kannika,26-Jun-03,Iron,1000,2215,5.84E-05
39004,39004,602636,2.214,Kohsoom,26-Jun-05,Iron,1000,2214,5.83E-05
5860,5860,51044,2.21,Kannika,23-Jun-99,Iron,1000,2210,5.82E-05
62994,62994,817895,2.195,Sakda,13-Oct-07,Iron,1000,2195,5.78E-05
32153,32153,502804,2.193,Boonsri,27-Aug-04,Iron,1000,2193,5.78E-05
29005,29005,520035,2.185,Kannika,19-Feb-04,Iron,1000,2185,5.76E-05
62705,62705,803792,2.185,Chai,07-Oct-07,Iron,1000,2185,5.76E-05
36882,36882,603582,2.184,Chai,21-Apr-05,Iron,1000,2184,5.75E-05
11120,11120,107249,2.18,Somchair,27-Jul-00,Iron,1000,2180,5.74E-05
12440,12440,111793,2.14,Kannika,18-Oct-00,Iron,1000,2140,5.64E-05
36114,36114,589885,2.129,Boonsri,25-Mar-05,Iron,1000,2129,5.61E-05
12359,12359,107358,2.12,Somchair,17-Oct-00,Iron,1000,2120,5.58E-05
38702,38702,608754,2.117,Busarakhan,17-Jun-05,Iron,1000,2117,5.58E-05
57133,57133,789586,2.11,Boonsri,06-Apr-07,Iron,1000,2110,5.56E-05
23333,23333,293474,2.097,Boonsri,13-Feb-03,Iron,1000,2097,5.52E-05
13971,13971,175245,2.09,Sakda,22-Feb-01,Iron,1000,2090,5.51E-05
28785,28785,502307,2.086,Boonsri,12-Feb-04,Iron,1000,2086,5.50E-05
13911,13911,173753,2.08,Sakda,22-Feb-01,Iron,1000,2080,5.48E-05
41529,41529,592239,2.066,Boonsri,23-Sep-05,Iron,1000,2066,5.44E-05
18797,18797,242723,2.06,Kannika,27-Apr-02,Iron,1000,2060,5.43E-05
34634,34634,589687,2.054,Boonsri,28-Jan-05,Iron,1000,2054,5.41E-05
8769,8769,103861,2.05,Kohsoom,12-Feb-00,Iron,1000,2050,5.40E-05
12117,12117,107323,2.04,Somchair,24-Sep-00,Iron,1000,2040,5.37E-05
13941,13941,174499,2.04,Sakda,22-Feb-01,Iron,1000,2040,5.37E-05
25633,25633,300510,2.03,Somchair,28-Jun-03,Iron,1000,2030,5.35E-05
36209,36209,593233,2.029,Boonsri,25-Mar-05,Iron,1000,2029,5.35E-05
24063,24063,297963,2.028,Kohsoom,23-Mar-03,Iron,1000,2028,5.34E-05
34087,34087,589636,2.025,Boonsri,14-Jan-05,Iron,1000,2025,5.33E-05
16077,16077,173937,2.02,Sakda,27-Jul-01,Iron,1000,2020,5.32E-05
39752,39752,607858,2.011,Somchair,24-Jul-05,Iron,1000,2011,5.30E-05
6217,6217,48298,2.01,Somchair,24-Jul-99,Iron,1000,2010,5.30E-05
6241,6241,49073,2.01,Busarakhan,24-Jul-99,Iron,1000,2010,5.30E-05
7346,7346,49172,2.01,Busarakhan,22-Oct-99,Iron,1000,2010,5.30E-05
38677,38677,607806,2.003,Somchair,17-Jun-05,Iron,1000,2003,5.28E-05
52921,52921,702506,2.003,Busarakhan,22-Nov-06,Iron,1000,2003,5.28E-05
992,992,2400,2,Boonsri,09-May-98,Iron,1000,2000,5.27E-05
8420,8420,107019,2,Somchair,15-Jan-00,Iron,1000,2000,5.27E-05
63314,63314,803849,1.986,Chai,28-Oct-07,Iron,1000,1986,5.23E-05
33729,33729,504182,1.976,Boonsri,03-Dec-04,Iron,1000,1976,5.21E-05
36952,36952,606470,1.974,Chai,21-Apr-05,Iron,1000,1974,5.20E-05
1899,1899,4906,1.97,Kohsoom,22-Aug-98,Iron,1000,1970,5.19E-05
10405,10405,111614,1.96,Kannika,27-May-00,Iron,1000,1960,5.16E-05
11253,11253,113284,1.95,Sakda,29-Jul-00,Iron,1000,1950,5.14E-05
28756,28756,501172,1.949,Boonsri,12-Feb-04,Iron,1000,1949,5.13E-05
91873,91873,1643378,1.94,Kohsoom,25-Feb-11,Iron,1000,1940,5.11E-05
32935,32935,520976,1.939,Sakda,09-Oct-04,Iron,1000,1939,5.11E-05
15454,15454,165467,1.93,Kohsoom,19-Jun-01,Iron,1000,1930,5.08E-05
56415,56415,817431,1.918,Sakda,15-Mar-07,Iron,1000,1918,5.05E-05
5061,5061,48203,1.89,Somchair,23-Apr-99,Iron,1000,1890,4.98E-05
6650,6650,49111,1.89,Busarakhan,30-Aug-99,Iron,1000,1890,4.98E-05
12909,12909,111828,1.89,Kannika,25-Nov-00,Iron,1000,1890,4.98E-05
56518,56518,787947,1.887,Boonsri,22-Mar-07,Iron,1000,1887,4.97E-05
121305,121305,3385042,1.8824,Busarakhan,09-Sep-15,Iron,1000,1882.4,4.96E-05
12548,12548,114988,1.88,Sakda,19-Oct-00,Iron,1000,1880,4.95E-05
63091,63091,788678,1.872,Boonsri,25-Oct-07,Iron,1000,1872,4.93E-05
5493,5493,53764,1.87,Sakda,26-May-99,Iron,1000,1870,4.93E-05
39724,39724,602675,1.867,Kohsoom,24-Jul-05,Iron,1000,1867,4.92E-05
12494,12494,113394,1.86,Sakda,19-Oct-00,Iron,1000,1860,4.90E-05
1022,1022,2762,1.85,Boonsri,09-May-98,Iron,1000,1850,4.87E-05
12754,12754,107393,1.85,Somchair,23-Nov-00,Iron,1000,1850,4.87E-05
29358,29358,512407,1.848,Chai,12-Mar-04,Iron,1000,1848,4.87E-05
52789,52789,699119,1.847,Chai,15-Nov-06,Iron,1000,1847,4.87E-05
9089,9089,114693,1.84,Sakda,19-Feb-00,Iron,1000,1840,4.85E-05
29410,29410,514455,1.834,Somchair,14-Mar-04,Iron,1000,1834,4.83E-05
57824,57824,807338,1.832,Busarakhan,20-Apr-07,Iron,1000,1832,4.83E-05
16826,16826,169183,1.83,Busarakhan,23-Sep-01,Iron,1000,1830,4.82E-05
9031,9031,113097,1.82,Sakda,19-Feb-00,Iron,1000,1820,4.79E-05
50096,50096,701402,1.817,Somchair,13-Aug-06,Iron,1000,1817,4.79E-05
56771,56771,804686,1.815,Chai,23-Mar-07,Iron,1000,1815,4.78E-05
10435,10435,112410,1.81,Kannika,27-May-00,Iron,1000,1810,4.77E-05
56467,56467,818578,1.81,Sakda,15-Mar-07,Iron,1000,1810,4.77E-05
60103,60103,801856,1.809,Chai,07-Jul-07,Iron,1000,1809,4.77E-05
929,929,9392,1.8,Kannika,18-Apr-98,Iron,1000,1800,4.74E-05
47759,47759,701246,1.79,Somchair,31-May-06,Iron,1000,1790,4.72E-05
63042,63042,818983,1.783,Sakda,13-Oct-07,Iron,1000,1783,4.70E-05
18506,18506,237351,1.78,Chai,31-Mar-02,Iron,1000,1780,4.69E-05
10726,10726,108015,1.77,Busarakhan,26-Jun-00,Iron,1000,1770,4.66E-05
14289,14289,172305,1.77,Kannika,25-Mar-01,Iron,1000,1770,4.66E-05
104793,104793,2188361,1.763,Kohsoom,19-Apr-13,Iron,1000,1763,4.64E-05
13248,13248,112661,1.76,Kannika,30-Dec-00,Iron,1000,1760,4.64E-05
9060,9060,113898,1.75,Sakda,19-Feb-00,Iron,1000,1750,4.61E-05
11280,11280,114086,1.75,Sakda,29-Jul-00,Iron,1000,1750,4.61E-05
17152,17152,168502,1.75,Somchair,18-Nov-01,Iron,1000,1750,4.61E-05
42510,42510,602834,1.745,Kohsoom,23-Oct-05,Iron,1000,1745,4.60E-05
5885,5885,51456,1.74,Kannika,23-Jun-99,Iron,1000,1740,4.58E-05
84265,84265,1327936,1.736,Decha,19-Feb-10,Iron,1000,1736,4.57E-05
60798,60798,800589,1.735,Kohsoom,21-Jul-07,Iron,1000,1735,4.57E-05
14814,14814,173085,1.73,Kannika,29-Apr-01,Iron,1000,1730,4.56E-05
25587,25587,304689,1.728,Sakda,26-Jun-03,Iron,1000,1728,4.55E-05
13379,13379,166761,1.72,Chai,16-Jan-01,Iron,1000,1720,4.53E-05
16128,16128,175429,1.72,Sakda,27-Jul-01,Iron,1000,1720,4.53E-05
12144,12144,108133,1.71,Busarakhan,24-Sep-00,Iron,1000,1710,4.50E-05
14872,14872,174573,1.71,Sakda,30-Apr-01,Iron,1000,1710,4.50E-05
35159,35159,607614,1.71,Somchair,20-Feb-05,Iron,1000,1710,4.50E-05
64910,64910,800883,1.702,Kohsoom,22-Dec-07,Iron,1000,1702,4.48E-05
57546,57546,816409,1.701,Sakda,12-Apr-07,Iron,1000,1701,4.48E-05
6722,6722,52280,1.7,Kannika,30-Aug-99,Iron,1000,1700,4.48E-05
16001,16001,171707,1.7,Kannika,27-Jul-01,Iron,1000,1700,4.48E-05
18481,18481,236408,1.7,Chai,31-Mar-02,Iron,1000,1700,4.48E-05
38248,38248,593504,1.695,Boonsri,10-Jun-05,Iron,1000,1695,4.47E-05
57184,57184,791024,1.693,Boonsri,06-Apr-07,Iron,1000,1693,4.46E-05
6674,6674,51123,1.69,Kannika,30-Aug-99,Iron,1000,1690,4.45E-05
9807,9807,107938,1.69,Busarakhan,29-Apr-00,Iron,1000,1690,4.45E-05
13406,13406,167477,1.69,Chai,16-Jan-01,Iron,1000,1690,4.45E-05
12412,12412,110995,1.68,Kannika,18-Oct-00,Iron,1000,1680,4.43E-05
13274,13274,113463,1.68,Sakda,30-Dec-00,Iron,1000,1680,4.43E-05
35432,35432,602419,1.674,Kohsoom,27-Feb-05,Iron,1000,1674,4.41E-05
11172,11172,110886,1.67,Kannika,28-Jul-00,Iron,1000,1670,4.40E-05
56967,56967,801548,1.665,Chai,31-Mar-07,Iron,1000,1665,4.39E-05
57008,57008,803079,1.665,Chai,31-Mar-07,Iron,1000,1665,4.39E-05
8973,8973,107056,1.66,Somchair,19-Feb-00,Iron,1000,1660,4.37E-05
34869,34869,589739,1.658,Boonsri,11-Feb-05,Iron,1000,1658,4.37E-05
32183,32183,503936,1.651,Boonsri,27-Aug-04,Iron,1000,1651,4.35E-05
9352,9352,107900,1.65,Busarakhan,19-Mar-00,Iron,1000,1650,4.35E-05
18456,18456,235457,1.65,Chai,31-Mar-02,Iron,1000,1650,4.35E-05
35954,35954,604837,1.643,Chai,17-Mar-05,Iron,1000,1643,4.33E-05
25610,25610,305034,1.641,Sakda,26-Jun-03,Iron,1000,1641,4.32E-05
56671,56671,801494,1.641,Chai,23-Mar-07,Iron,1000,1641,4.32E-05
10225,10225,107169,1.64,Somchair,20-May-00,Iron,1000,1640,4.32E-05
12521,12521,114189,1.64,Sakda,19-Oct-00,Iron,1000,1640,4.32E-05
15696,15696,173157,1.64,Kannika,21-Jun-01,Iron,1000,1640,4.32E-05
20864,20864,234850,1.63,Kohsoom,21-Sep-02,Iron,1000,1630,4.29E-05
5767,5767,47094,1.62,Chai,19-Jun-99,Iron,1000,1620,4.27E-05
9898,9898,112373,1.62,Kannika,29-Apr-00,Iron,1000,1620,4.27E-05
13039,13039,107427,1.62,Somchair,04-Dec-00,Iron,1000,1620,4.27E-05
14785,14785,172342,1.62,Kannika,29-Apr-01,Iron,1000,1620,4.27E-05
13675,13675,172976,1.61,Kannika,27-Jan-01,Iron,1000,1610,4.24E-05
12386,12386,108168,1.6,Busarakhan,18-Oct-00,Iron,1000,1600,4.22E-05
14901,14901,175319,1.6,Sakda,30-Apr-01,Iron,1000,1600,4.22E-05
62658,62658,802134,1.586,Chai,07-Oct-07,Iron,1000,1586,4.18E-05
5543,5543,49002,1.58,Busarakhan,27-May-99,Iron,1000,1580,4.16E-05
12780,12780,113429,1.58,Sakda,23-Nov-00,Iron,1000,1580,4.16E-05
31877,31877,514638,1.572,Somchair,14-Aug-04,Iron,1000,1572,4.14E-05
14061,14061,173011,1.57,Kannika,24-Feb-01,Iron,1000,1570,4.14E-05
13196,13196,111065,1.56,Kannika,30-Dec-00,Iron,1000,1560,4.11E-05
16026,16026,172449,1.56,Kannika,27-Jul-01,Iron,1000,1560,4.11E-05
14001,14001,171524,1.55,Kannika,24-Feb-01,Iron,1000,1550,4.08E-05
14259,14259,171561,1.55,Kannika,25-Mar-01,Iron,1000,1550,4.08E-05
16052,16052,173194,1.55,Kannika,27-Jul-01,Iron,1000,1550,4.08E-05
4724,4724,50943,1.53,Kannika,24-Mar-99,Iron,1000,1530,4.03E-05
14581,14581,165395,1.53,Kohsoom,27-Apr-01,Iron,1000,1530,4.03E-05
41711,41711,602785,1.529,Kohsoom,25-Sep-05,Iron,1000,1529,4.03E-05
57392,57392,813123,1.529,Kannika,12-Apr-07,Iron,1000,1529,4.03E-05
9777,9777,107131,1.52,Somchair,28-Apr-00,Iron,1000,1520,4.00E-05
13300,13300,114258,1.52,Sakda,30-Dec-00,Iron,1000,1520,4.00E-05
19268,19268,234737,1.52,Kohsoom,25-May-02,Iron,1000,1520,4.00E-05
21926,21926,245688,1.52,Sakda,26-Oct-02,Iron,1000,1520,4.00E-05
8088,8088,46093,1.51,Kohsoom,11-Dec-99,Iron,1000,1510,3.98E-05
8886,8886,110700,1.51,Kannika,18-Feb-00,Iron,1000,1510,3.98E-05
9838,9838,110775,1.51,Kannika,29-Apr-00,Iron,1000,1510,3.98E-05
37170,37170,608656,1.502,Busarakhan,24-Apr-05,Iron,1000,1502,3.96E-05
7770,7770,51615,1.5,Kannika,26-Nov-99,Iron,1000,1500,3.95E-05
8709,8709,97528,1.5,Boonsri,10-Feb-00,Iron,1000,1500,3.95E-05
14843,14843,173827,1.5,Sakda,30-Apr-01,Iron,1000,1500,3.95E-05
31668,31668,503867,1.5,Boonsri,23-Jul-04,Iron,1000,1500,3.95E-05
36807,36807,604933,1.5,Chai,11-Apr-05,Iron,1000,1500,3.95E-05
35062,35062,616455,1.498,Sakda,11-Feb-05,Iron,1000,1498,3.95E-05
57650,57650,818637,1.496,Sakda,12-Apr-07,Iron,1000,1496,3.94E-05
10375,10375,110813,1.48,Kannika,27-May-00,Iron,1000,1480,3.90E-05
10698,10698,112448,1.48,Kannika,25-Jun-00,Iron,1000,1480,3.90E-05
12883,12883,111031,1.48,Kannika,25-Nov-00,Iron,1000,1480,3.90E-05
21876,21876,244304,1.47,Sakda,26-Oct-02,Iron,1000,1470,3.87E-05
18775,18775,242019,1.46,Kannika,27-Apr-02,Iron,1000,1460,3.85E-05
44662,44662,698243,1.456,Chai,28-Jan-06,Iron,1000,1456,3.84E-05
60680,60680,801904,1.454,Chai,19-Jul-07,Iron,1000,1454,3.83E-05
18555,18555,238270,1.45,Somchair,20-Apr-02,Iron,1000,1450,3.82E-05
26514,26514,300968,1.45,Busarakhan,20-Aug-03,Iron,1000,1450,3.82E-05
67263,67263,905655,1.45,Somchair,03-May-08,Iron,1000,1450,3.82E-05
103859,103859,2188253,1.4466,Kohsoom,22-Feb-13,Iron,1000,1446.6,3.81E-05
5742,5742,46309,1.44,Chai,19-Jun-99,Iron,1000,1440,3.79E-05
8944,8944,112298,1.44,Kannika,18-Feb-00,Iron,1000,1440,3.79E-05
14229,14229,175282,1.44,Sakda,22-Mar-01,Iron,1000,1440,3.79E-05
65467,65467,915132,1.44,Sakda,12-Jan-08,Iron,1000,1440,3.79E-05
39796,39796,608807,1.437,Busarakhan,24-Jul-05,Iron,1000,1437,3.79E-05
52745,52745,697645,1.432,Chai,15-Nov-06,Iron,1000,1432,3.77E-05
37259,37259,590046,1.423,Boonsri,13-May-05,Iron,1000,1423,3.75E-05
6993,6993,49141,1.42,Busarakhan,18-Sep-99,Iron,1000,1420,3.74E-05
7797,7797,52379,1.42,Kannika,26-Nov-99,Iron,1000,1420,3.74E-05
7824,7824,52801,1.42,Sakda,26-Nov-99,Iron,1000,1420,3.74E-05
8139,8139,53231,1.42,Sakda,15-Dec-99,Iron,1000,1420,3.74E-05
12806,12806,114224,1.42,Sakda,23-Nov-00,Iron,1000,1420,3.74E-05
15726,15726,173899,1.42,Sakda,21-Jun-01,Iron,1000,1420,3.74E-05
16546,16546,173969,1.42,Sakda,29-Aug-01,Iron,1000,1420,3.74E-05
13352,13352,166042,1.41,Chai,16-Jan-01,Iron,1000,1410,3.71E-05
15638,15638,171670,1.41,Kannika,21-Jun-01,Iron,1000,1410,3.71E-05
57236,57236,801601,1.409,Chai,12-Apr-07,Iron,1000,1409,3.71E-05
24379,24379,293582,1.402,Boonsri,24-Apr-03,Iron,1000,1402,3.69E-05
6698,6698,51519,1.4,Kannika,30-Aug-99,Iron,1000,1400,3.69E-05
10586,10586,114050,1.4,Sakda,24-Jun-00,Iron,1000,1400,3.69E-05
11226,11226,112489,1.4,Kannika,28-Jul-00,Iron,1000,1400,3.69E-05
59338,59338,814345,1.398,Kannika,09-Jun-07,Iron,1000,1398,3.68E-05
36161,36161,591517,1.396,Boonsri,25-Mar-05,Iron,1000,1396,3.68E-05
24403,24403,294200,1.381,Boonsri,24-Apr-03,Iron,1000,1381,3.64E-05
59186,59186,817636,1.381,Sakda,07-Jun-07,Iron,1000,1381,3.64E-05
7878,7878,53997,1.38,Sakda,26-Nov-99,Iron,1000,1380,3.64E-05
11307,11307,114885,1.38,Sakda,29-Jul-00,Iron,1000,1380,3.64E-05
12467,12467,112592,1.38,Kannika,18-Oct-00,Iron,1000,1380,3.64E-05
12651,12651,104204,1.38,Kohsoom,12-Nov-00,Iron,1000,1380,3.64E-05
57494,57494,815345,1.38,Kannika,12-Apr-07,Iron,1000,1380,3.64E-05
121623,121623,3444930,1.38,Kannika,24-Sep-15,Iron,1000,1380,3.64E-05
29194,29194,502341,1.378,Boonsri,26-Feb-04,Iron,1000,1378,3.63E-05
41046,41046,593832,1.376,Boonsri,09-Sep-05,Iron,1000,1376,3.62E-05
961,961,9881,1.37,Sakda,18-Apr-98,Iron,1000,1370,3.61E-05
4140,4140,45764,1.37,Kohsoom,13-Feb-99,Iron,1000,1370,3.61E-05
12832,12832,115023,1.37,Sakda,23-Nov-00,Iron,1000,1370,3.61E-05
18867,18867,244815,1.37,Sakda,27-Apr-02,Iron,1000,1370,3.61E-05
32749,32749,510741,1.37,Kohsoom,27-Sep-04,Iron,1000,1370,3.61E-05
29976,29976,513633,1.364,Chai,22-Apr-04,Iron,1000,1364,3.59E-05
15757,15757,174645,1.36,Sakda,21-Jun-01,Iron,1000,1360,3.58E-05
16931,16931,174004,1.36,Sakda,25-Sep-01,Iron,1000,1360,3.58E-05
44761,44761,695876,1.357,Kohsoom,29-Jan-06,Iron,1000,1357,3.57E-05
865,865,8428,1.35,Kannika,18-Apr-98,Iron,1000,1350,3.56E-05
6313,6313,52248,1.35,Kannika,25-Jul-99,Iron,1000,1350,3.56E-05
13591,13591,175210,1.35,Sakda,25-Jan-01,Iron,1000,1350,3.56E-05
14439,14439,168262,1.35,Somchair,31-Mar-01,Iron,1000,1350,3.56E-05
7065,7065,52312,1.34,Kannika,19-Sep-99,Iron,1000,1340,3.53E-05
9442,9442,114730,1.34,Sakda,23-Mar-00,Iron,1000,1340,3.53E-05
44019,44019,608109,1.34,Somchair,22-Dec-05,Iron,1000,1340,3.53E-05
26203,26203,294434,1.332,Boonsri,07-Aug-03,Iron,1000,1332,3.51E-05
