,X,id,value,location,dates,measure,micrograms,value1,normal
43750,43750,618890,40.189999,Sakda,09-Dec-05,Copper,1,40.189999,1.06E-06
8223,8223,51652,40,Kannika,16-Dec-99,Copper,1,40,1.05E-06
10873,10873,104017,40,Kohsoom,29-Jun-00,Copper,1,40,1.05E-06
10970,10970,104035,40,Kohsoom,15-Jul-00,Copper,1,40,1.05E-06
67909,67909,904720,40,Chai,31-May-08,Copper,1,40,1.05E-06
92726,92726,1616058,40,Somchair,13-Apr-11,Copper,1,40,1.05E-06
5467,5467,53005,39.63,Sakda,26-May-99,Copper,1,39.63,1.04E-06
10288,10288,114015,39.63,Sakda,26-May-00,Copper,1,39.63,1.04E-06
16080,16080,173940,39.57,Sakda,27-Jul-01,Copper,1,39.57,1.04E-06
18990,18990,235525,39.45,Chai,11-May-02,Copper,1,39.45,1.04E-06
6025,6025,51061,39.4,Kannika,15-Jul-99,Copper,1,39.4,1.04E-06
51542,51542,701509,39.34,Somchair,06-Oct-06,Copper,1,39.34,1.04E-06
18870,18870,244818,39.31,Sakda,27-Apr-02,Copper,1,39.31,1.04E-06
18605,18605,227488,39.28,Boonsri,25-Apr-02,Copper,1,39.28,1.03E-06
15849,15849,166982,39.2,Chai,07-Jul-01,Copper,1,39.2,1.03E-06
10138,10138,104786,39.06,Chai,19-May-00,Copper,1,39.06,1.03E-06
7854,7854,53200,39,Sakda,26-Nov-99,Copper,1,39,1.03E-06
14846,14846,173830,39,Sakda,30-Apr-01,Copper,1,39,1.03E-06
67829,67829,902461,39,Chai,31-May-08,Copper,1,39,1.03E-06
96281,96281,1616299,39,Somchair,03-Nov-11,Copper,1,39,1.03E-06
17981,17981,237300,38.67,Chai,18-Feb-02,Copper,1,38.67,1.02E-06
8831,8831,105477,38.5,Chai,18-Feb-00,Copper,1,38.5,1.01E-06
6018,6018,49051,38.3,Busarakhan,15-Jul-99,Copper,1,38.3,1.01E-06
3580,3580,6469,38,Chai,18-Dec-98,Copper,1,38,1.00E-06
4031,4031,47325,38,Chai,30-Jan-99,Copper,1,38,1.00E-06
12228,12228,98610,38,Boonsri,06-Oct-00,Copper,1,38,1.00E-06
8918,8918,111504,37.9,Kannika,18-Feb-00,Copper,1,37.9,9.98E-07
29461,29461,520769,37.81,Sakda,19-Mar-04,Copper,1,37.81,9.96E-07
16291,16291,165541,37.52,Kohsoom,26-Aug-01,Copper,1,37.52,9.88E-07
114439,114439,2624694,37.5,Sakda,15-Oct-14,Copper,1,37.5,9.88E-07
20510,20510,238373,37.3,Somchair,22-Aug-02,Copper,1,37.3,9.83E-07
10198,10198,106382,37.15,Chai,19-May-00,Copper,1,37.15,9.79E-07
16782,16782,167766,37.1,Chai,22-Sep-01,Copper,1,37.1,9.77E-07
17357,17357,174038,37.05,Sakda,23-Nov-01,Copper,1,37.05,9.76E-07
773,773,5669,37,Chai,17-Apr-98,Copper,1,37,9.75E-07
4452,4452,53668,37,Sakda,27-Feb-99,Copper,1,37,9.75E-07
7665,7665,47664,37,Chai,18-Nov-99,Copper,1,37,9.75E-07
8091,8091,46096,37,Kohsoom,11-Dec-99,Copper,1,37,9.75E-07
12524,12524,114192,37,Sakda,19-Oct-00,Copper,1,37,9.75E-07
13538,13538,173721,37,Sakda,25-Jan-01,Copper,1,37,9.75E-07
11341,11341,108074,36.8,Busarakhan,15-Aug-00,Copper,1,36.8,9.69E-07
34178,34178,592989,36.779999,Boonsri,14-Jan-05,Copper,1,36.779999,9.69E-07
18409,18409,238243,36.64,Somchair,29-Mar-02,Copper,1,36.64,9.65E-07
18558,18558,238273,36.64,Somchair,20-Apr-02,Copper,1,36.64,9.65E-07
35958,35958,604843,36.450001,Chai,17-Mar-05,Copper,1,36.450001,9.60E-07
20867,20867,234853,36.3,Kohsoom,21-Sep-02,Copper,1,36.3,9.56E-07
9415,9415,113938,36.1,Sakda,23-Mar-00,Copper,1,36.1,9.51E-07
4001,4001,46921,36,Chai,30-Jan-99,Copper,1,36,9.48E-07
8196,8196,51260,36,Kannika,16-Dec-99,Copper,1,36,9.48E-07
8250,8250,52417,36,Kannika,16-Dec-99,Copper,1,36,9.48E-07
15729,15729,173902,35.9,Sakda,21-Jun-01,Copper,1,35.9,9.46E-07
15977,15977,165508,35.48,Kohsoom,27-Jul-01,Copper,1,35.48,9.35E-07
116427,116427,3444570,35.43,Kannika,08-Jan-15,Copper,1,35.43,9.33E-07
18084,18084,235430,35.39,Chai,16-Mar-02,Copper,1,35.39,9.32E-07
115198,115198,2625736,35.35,Sakda,06-Nov-14,Copper,1,35.35,9.31E-07
16181,16181,169119,35.32,Busarakhan,28-Jul-01,Copper,1,35.32,9.30E-07
62354,62354,800720,35.105,Kohsoom,23-Sep-07,Copper,1,35.105,9.25E-07
646,646,2361,35,Boonsri,11-Apr-98,Copper,1,35,9.22E-07
2742,2742,5911,35,Chai,30-Oct-98,Copper,1,35,9.22E-07
3402,3402,5029,35,Kohsoom,13-Dec-98,Copper,1,35,9.22E-07
7611,7611,46487,35,Chai,18-Nov-99,Copper,1,35,9.22E-07
7800,7800,52382,35,Kannika,26-Nov-99,Copper,1,35,9.22E-07
7983,7983,47289,35,Chai,09-Dec-99,Copper,1,35,9.22E-07
8037,8037,48467,35,Somchair,10-Dec-99,Copper,1,35,9.22E-07
113471,113471,2623603,34.95,Kannika,06-Sep-14,Copper,1,34.95,9.21E-07
9034,9034,113100,34.92,Sakda,19-Feb-00,Copper,1,34.92,9.20E-07
9505,9505,111541,34.91,Kannika,24-Mar-00,Copper,1,34.91,9.20E-07
43624,43624,615077,34.610001,Kannika,09-Dec-05,Copper,1,34.610001,9.12E-07
28414,28414,511277,34.51,Chai,22-Jan-04,Copper,1,34.51,9.09E-07
8889,8889,110703,34.5,Kannika,18-Feb-00,Copper,1,34.5,9.09E-07
20422,20422,242827,34.4,Kannika,21-Aug-02,Copper,1,34.4,9.06E-07
18360,18360,244789,34.31,Sakda,28-Mar-02,Copper,1,34.31,9.04E-07
1854,1854,2887,34,Boonsri,08-Aug-98,Copper,1,34,8.96E-07
2142,2142,9967,34,Sakda,26-Aug-98,Copper,1,34,8.96E-07
2802,2802,6631,34,Somchair,30-Oct-98,Copper,1,34,8.96E-07
3861,3861,51295,34,Kannika,21-Jan-99,Copper,1,34,8.96E-07
7587,7587,46066,34,Kohsoom,07-Nov-99,Copper,1,34,8.96E-07
10994,10994,112467,34,Kannika,15-Jul-00,Copper,1,34,8.96E-07
11000,11000,114863,34,Sakda,15-Jul-00,Copper,1,34,8.96E-07
12201,12201,97822,34,Boonsri,06-Oct-00,Copper,1,34,8.96E-07
12578,12578,97064,34,Boonsri,10-Nov-00,Copper,1,34,8.96E-07
114280,114280,2623696,33.75,Kannika,09-Oct-14,Copper,1,33.75,8.89E-07
8394,8394,106232,33.62,Chai,14-Jan-00,Copper,1,33.62,8.86E-07
34257,34257,614468,33.599998,Kannika,16-Jan-05,Copper,1,33.599998,8.85E-07
93878,93878,1613729,33.554,Boonsri,23-Jun-11,Copper,1,33.554,8.84E-07
29485,29485,521492,33.55,Sakda,19-Mar-04,Copper,1,33.55,8.84E-07
10408,10408,111617,33.39,Kannika,27-May-00,Copper,1,33.39,8.80E-07
116164,116164,2625285,33.35,Sakda,11-Dec-14,Copper,1,33.35,8.79E-07
22366,22366,236849,33.32,Chai,05-Dec-02,Copper,1,33.32,8.78E-07
9325,9325,107096,33.26,Somchair,19-Mar-00,Copper,1,33.26,8.76E-07
6004,6004,46326,33.1,Chai,15-Jul-99,Copper,1,33.1,8.72E-07
2772,2772,6389,33,Chai,30-Oct-98,Copper,1,33,8.69E-07
3192,3192,6671,33,Somchair,28-Nov-98,Copper,1,33,8.69E-07
3222,3222,6791,33,Busarakhan,28-Nov-98,Copper,1,33,8.69E-07
3783,3783,52874,33,Sakda,16-Jan-99,Copper,1,33,8.69E-07
12362,12362,107361,33,Somchair,17-Oct-00,Copper,1,33,8.69E-07
12443,12443,111796,33,Kannika,18-Oct-00,Copper,1,33,8.69E-07
14202,14202,174539,33,Sakda,22-Mar-01,Copper,1,33,8.69E-07
14262,14262,171564,33,Kannika,25-Mar-01,Copper,1,33,8.69E-07
15068,15068,166907,33,Chai,27-May-01,Copper,1,33,8.69E-07
18133,18133,237324,32.82,Chai,16-Mar-02,Copper,1,32.82,8.65E-07
98545,98545,2221439,32.8,Kohsoom,23-Feb-12,Copper,1,32.8,8.64E-07
19199,19199,227547,32.47,Boonsri,23-May-02,Copper,1,32.47,8.55E-07
32157,32157,502810,32.47,Boonsri,27-Aug-04,Copper,1,32.47,8.55E-07
91249,91249,1643336,32.47,Kohsoom,26-Jan-11,Copper,1,32.47,8.55E-07
116195,116195,2625782,32.18,Sakda,11-Dec-14,Copper,1,32.18,8.48E-07
2712,2712,5433,32,Chai,30-Oct-98,Copper,1,32,8.43E-07
4116,4116,42151,32,Boonsri,11-Feb-99,Copper,1,32,8.43E-07
4143,4143,45767,32,Kohsoom,13-Feb-99,Copper,1,32,8.43E-07
14172,14172,173793,32,Sakda,22-Mar-01,Copper,1,32,8.43E-07
14700,14700,168302,32,Somchair,29-Apr-01,Copper,1,32,8.43E-07
99837,99837,2221597,32,Kohsoom,25-May-12,Copper,1,32,8.43E-07
8772,8772,103864,31.63,Kohsoom,12-Feb-00,Copper,1,31.63,8.33E-07
20627,20627,234825,31.6,Kohsoom,24-Aug-02,Copper,1,31.6,8.32E-07
8682,8682,96735,31.58,Boonsri,10-Feb-00,Copper,1,31.58,8.32E-07
31881,31881,514644,31.54,Somchair,14-Aug-04,Copper,1,31.54,8.31E-07
113439,113439,2623102,31.386,Kannika,06-Sep-14,Copper,1,31.386,8.27E-07
8802,8802,104674,31.28,Chai,18-Feb-00,Copper,1,31.28,8.24E-07
18109,18109,236382,31.23,Chai,16-Mar-02,Copper,1,31.23,8.23E-07
9063,9063,113901,31.21,Sakda,19-Feb-00,Copper,1,31.21,8.22E-07
20696,20696,229487,31.2,Boonsri,12-Sep-02,Copper,1,31.2,8.22E-07
17284,17284,171808,31.12,Kannika,23-Nov-01,Copper,1,31.12,8.20E-07
2592,2592,9764,31,Sakda,24-Oct-98,Copper,1,31,8.17E-07
5623,5623,52185,31,Kannika,28-May-99,Copper,1,31,8.17E-07
12120,12120,107326,31,Somchair,24-Sep-00,Copper,1,31,8.17E-07
12497,12497,113397,31,Sakda,19-Oct-00,Copper,1,31,8.17E-07
13409,13409,167480,31,Chai,16-Jan-01,Copper,1,31,8.17E-07
16684,16684,160397,30.7,Boonsri,14-Sep-01,Copper,1,30.7,8.09E-07
10023,10023,96850,30.61,Boonsri,12-May-00,Copper,1,30.61,8.06E-07
60203,60203,805033,30.56,Chai,07-Jul-07,Copper,1,30.56,8.05E-07
115134,115134,2624742,30.54,Sakda,06-Nov-14,Copper,1,30.54,8.05E-07
114247,114247,2623194,30.26,Kannika,09-Oct-14,Copper,1,30.26,7.97E-07
113785,113785,2624647,30.2,Sakda,12-Sep-14,Copper,1,30.2,7.96E-07
9005,9005,107866,30.17,Busarakhan,19-Feb-00,Copper,1,30.17,7.95E-07
3490,3490,9718,30,Kannika,17-Dec-98,Copper,1,30,7.90E-07
7638,7638,47255,30,Chai,18-Nov-99,Copper,1,30,7.90E-07
7827,7827,52804,30,Sakda,26-Nov-99,Copper,1,30,7.90E-07
10617,10617,114847,30,Sakda,24-Jun-00,Copper,1,30,7.90E-07
9265,9265,105514,29.89,Chai,18-Mar-00,Copper,1,29.89,7.87E-07
24142,24142,299837,29.87,Chai,29-Mar-03,Copper,1,29.87,7.87E-07
35995,35995,606349,29.790001,Chai,17-Mar-05,Copper,1,29.790001,7.85E-07
52116,52116,700487,29.78,Chai,15-Oct-06,Copper,1,29.78,7.85E-07
47762,47762,701249,29.53,Somchair,31-May-06,Copper,1,29.53,7.78E-07
17620,17620,174069,29.47,Sakda,21-Dec-01,Copper,1,29.47,7.76E-07
9535,9535,112338,29.23,Kannika,24-Mar-00,Copper,1,29.23,7.70E-07
44165,44165,686464,29.18,Boonsri,13-Jan-06,Copper,1,29.18,7.69E-07
964,964,9884,29,Sakda,18-Apr-98,Copper,1,29,7.64E-07
2622,2622,10007,29,Sakda,24-Oct-98,Copper,1,29,7.64E-07
2892,2892,4989,29,Kohsoom,14-Nov-98,Copper,1,29,7.64E-07
3550,3550,5991,29,Chai,18-Dec-98,Copper,1,29,7.64E-07
4340,4340,51329,29,Kannika,26-Feb-99,Copper,1,29,7.64E-07
4507,4507,41810,29,Boonsri,11-Mar-99,Copper,1,29,7.64E-07
5089,5089,48975,29,Busarakhan,23-Apr-99,Copper,1,29,7.64E-07
5720,5720,45897,29,Kohsoom,18-Jun-99,Copper,1,29,7.64E-07
11256,11256,113287,29,Sakda,29-Jul-00,Copper,1,29,7.64E-07
11564,11564,107292,29,Somchair,27-Aug-00,Copper,1,29,7.64E-07
13944,13944,174502,29,Sakda,22-Feb-01,Copper,1,29,7.64E-07
88834,88834,1327698,29,Busarakhan,30-Sep-10,Copper,1,29,7.64E-07
22359,22359,235908,28.84,Chai,05-Dec-02,Copper,1,28.84,7.60E-07
59847,59847,807477,28.84,Busarakhan,23-Jun-07,Copper,1,28.84,7.60E-07
59342,59342,814351,28.73,Kannika,09-Jun-07,Copper,1,28.73,7.57E-07
19247,19247,229317,28.69,Boonsri,23-May-02,Copper,1,28.69,7.56E-07
9445,9445,114733,28.58,Sakda,23-Mar-00,Copper,1,28.58,7.53E-07
16934,16934,174007,28.27,Sakda,25-Sep-01,Copper,1,28.27,7.45E-07
55433,55433,817368,28.23,Sakda,15-Feb-07,Copper,1,28.23,7.44E-07
15876,15876,167697,28.08,Chai,07-Jul-01,Copper,1,28.08,7.40E-07
900,900,8912,28,Kannika,18-Apr-98,Copper,1,28,7.38E-07
3372,3372,10207,28,Sakda,10-Dec-98,Copper,1,28,7.38E-07
3971,3971,46129,28,Chai,30-Jan-99,Copper,1,28,7.38E-07
5064,5064,48206,28,Somchair,23-Apr-99,Copper,1,28,7.38E-07
5207,5207,52974,28,Sakda,26-Apr-99,Copper,1,28,7.38E-07
7746,7746,51225,28,Kannika,26-Nov-99,Copper,1,28,7.38E-07
8064,8064,49242,28,Busarakhan,10-Dec-99,Copper,1,28,7.38E-07
10930,10930,97718,28,Boonsri,14-Jul-00,Copper,1,28,7.38E-07
12551,12551,114991,28,Sakda,19-Oct-00,Copper,1,28,7.38E-07
63240,63240,800782,27.83,Kohsoom,27-Oct-07,Copper,1,27.83,7.33E-07
