"","X","id","value","location","dates","measure","micrograms","value1","normal"
"2856",2856,3001,12.1,"Boonsri","07-Nov-98","Magnesium",1000,12100,0.000318763
"2886",2886,4983,15.2,"Kohsoom","14-Nov-98","Magnesium",1000,15200,0.000400429
"2916",2916,8714,16.05,"Kannika","20-Nov-98","Magnesium",1000,16050,0.000422822
"2946",2946,9189,15.6,"Kannika","20-Nov-98","Magnesium",1000,15600,0.000410967
"2976",2976,9672,16,"Kannika","20-Nov-98","Magnesium",1000,16000,0.000421504
"3006",3006,9798,14.1,"Sakda","20-Nov-98","Magnesium",1000,14100,0.000371451
"3036",3036,10041,14.59,"Sakda","20-Nov-98","Magnesium",1000,14590,0.000384359
"3066",3066,10161,13.62,"Sakda","20-Nov-98","Magnesium",1000,13620,0.000358806
"3096",3096,5467,18.96,"Chai","26-Nov-98","Magnesium",1000,18960,0.000499483
"3126",3126,5945,18.96,"Chai","26-Nov-98","Magnesium",1000,18960,0.000499483
"3156",3156,6423,19,"Chai","26-Nov-98","Magnesium",1000,19000,0.000500536
"3186",3186,6665,23.6,"Somchair","28-Nov-98","Magnesium",1000,23600,0.000621719
"3216",3216,6785,28.21,"Busarakhan","28-Nov-98","Magnesium",1000,28210,0.000743165
"3246",3246,2678,7.3,"Boonsri","05-Dec-98","Magnesium",1000,7300,0.000192311
"3276",3276,3041,4.8,"Boonsri","05-Dec-98","Magnesium",1000,4800,0.000126451
"3306",3306,9838,19.4,"Sakda","10-Dec-98","Magnesium",1000,19400,0.000511074
"3336",3336,10081,18.5,"Sakda","10-Dec-98","Magnesium",1000,18500,0.000487364
"3366",3366,10201,18.5,"Sakda","10-Dec-98","Magnesium",1000,18500,0.000487364
"3396",3396,5023,26,"Kohsoom","13-Dec-98","Magnesium",1000,26000,0.000684944
"3425",3425,8748,19,"Kannika","17-Dec-98","Magnesium",1000,19000,0.000500536
"3454",3454,9229,15.6,"Kannika","17-Dec-98","Magnesium",1000,15600,0.000410967
"3484",3484,9712,17.5,"Kannika","17-Dec-98","Magnesium",1000,17500,0.00046102
"3514",3514,5507,15.6,"Chai","18-Dec-98","Magnesium",1000,15600,0.000410967
"3544",3544,5985,15.6,"Chai","18-Dec-98","Magnesium",1000,15600,0.000410967
"3574",3574,6463,15.6,"Chai","18-Dec-98","Magnesium",1000,15600,0.000410967
"3604",3604,6705,21,"Somchair","19-Dec-98","Magnesium",1000,21000,0.000553224
"3634",3634,6825,22.2,"Busarakhan","19-Dec-98","Magnesium",1000,22200,0.000584837
"3665",3665,40987,17,"Boonsri","09-Jan-99","Magnesium",1000,17000,0.000447848
"3683",3683,41740,19.4,"Boonsri","09-Jan-99","Magnesium",1000,19400,0.000511074
"3708",3708,42121,17,"Boonsri","09-Jan-99","Magnesium",1000,17000,0.000447848
"3726",3726,45729,19.2,"Kohsoom","16-Jan-99","Magnesium",1000,19200,0.000505805
"3751",3751,52447,13.62,"Sakda","16-Jan-99","Magnesium",1000,13620,0.000358806
"3777",3777,52868,14.1,"Sakda","16-Jan-99","Magnesium",1000,14100,0.000371451
"3803",3803,53629,13.62,"Sakda","16-Jan-99","Magnesium",1000,13620,0.000358806
"3829",3829,50872,13.62,"Kannika","21-Jan-99","Magnesium",1000,13620,0.000358806
"3855",3855,51289,13.13,"Kannika","21-Jan-99","Magnesium",1000,13130,0.000345897
"3881",3881,52046,13.62,"Kannika","21-Jan-99","Magnesium",1000,13620,0.000358806
"3907",3907,48093,33.07,"Somchair","27-Jan-99","Magnesium",1000,33070,0.000871197
"3936",3936,48861,40.12,"Busarakhan","27-Jan-99","Magnesium",1000,40120,0.001056922
"3965",3965,46123,30.64,"Chai","30-Jan-99","Magnesium",1000,30640,0.000807181
"3995",3995,46915,23.59,"Chai","30-Jan-99","Magnesium",1000,23590,0.000621455
"4025",4025,47319,28.21,"Chai","30-Jan-99","Magnesium",1000,28210,0.000743165
"4054",4054,41011,23.28,"Boonsri","11-Feb-99","Magnesium",1000,23280,0.000613289
"4082",4082,41770,12.61,"Boonsri","11-Feb-99","Magnesium",1000,12610,0.000332198
"4110",4110,42145,22.31,"Boonsri","11-Feb-99","Magnesium",1000,22310,0.000587735
"4137",4137,45761,17,"Kohsoom","13-Feb-99","Magnesium",1000,17000,0.000447848
"4161",4161,46162,16.2,"Chai","18-Feb-99","Magnesium",1000,16200,0.000426773
"4191",4191,46953,15.07,"Chai","18-Feb-99","Magnesium",1000,15070,0.000397004
"4221",4221,47357,15.07,"Chai","18-Feb-99","Magnesium",1000,15070,0.000397004
"4250",4250,48130,30.64,"Somchair","20-Feb-99","Magnesium",1000,30640,0.000807181
"4278",4278,48898,42.31,"Busarakhan","20-Feb-99","Magnesium",1000,42310,0.001114615
"4306",4306,50905,15.56,"Kannika","26-Feb-99","Magnesium",1000,15560,0.000409913
"4334",4334,51323,14.15,"Kannika","26-Feb-99","Magnesium",1000,14150,0.000372768
"4362",4362,52079,16.04,"Kannika","26-Feb-99","Magnesium",1000,16040,0.000422558
"4388",4388,52480,14.62,"Sakda","27-Feb-99","Magnesium",1000,14620,0.00038515
"4417",4417,52900,16.04,"Sakda","27-Feb-99","Magnesium",1000,16040,0.000422558
"4446",4446,53662,15.09,"Sakda","27-Feb-99","Magnesium",1000,15090,0.000397531
"4473",4473,41046,10.67,"Boonsri","11-Mar-99","Magnesium",1000,10670,0.000281091
"4501",4501,41804,10.67,"Boonsri","11-Mar-99","Magnesium",1000,10670,0.000281091
"4526",4526,42179,10.67,"Boonsri","11-Mar-99","Magnesium",1000,10670,0.000281091
"4551",4551,45791,19.2,"Kohsoom","13-Mar-99","Magnesium",1000,19200,0.000505805
"4580",4580,46201,23.59,"Chai","17-Mar-99","Magnesium",1000,23590,0.000621455
"4609",4609,46991,23.59,"Chai","17-Mar-99","Magnesium",1000,23590,0.000621455
"4637",4637,47395,21.15,"Chai","17-Mar-99","Magnesium",1000,21150,0.000557176
"4665",4665,48166,28.4,"Somchair","19-Mar-99","Magnesium",1000,28400,0.00074817
"4693",4693,48934,42.31,"Busarakhan","19-Mar-99","Magnesium",1000,42310,0.001114615
"4721",4721,50940,16.53,"Kannika","24-Mar-99","Magnesium",1000,16530,0.000435467
"4749",4749,51357,16.53,"Kannika","24-Mar-99","Magnesium",1000,16530,0.000435467
"4775",4775,52112,16.53,"Kannika","24-Mar-99","Magnesium",1000,16530,0.000435467
"4801",4801,52516,15.07,"Sakda","25-Mar-99","Magnesium",1000,15070,0.000397004
"4830",4830,52935,15.07,"Sakda","25-Mar-99","Magnesium",1000,15070,0.000397004
"4856",4856,53696,14.59,"Sakda","25-Mar-99","Magnesium",1000,14590,0.000384359
"4881",4881,41081,11.1,"Boonsri","16-Apr-99","Magnesium",1000,11100,0.000292419
"4906",4906,41835,11.4,"Boonsri","16-Apr-99","Magnesium",1000,11400,0.000300322
"4930",4930,42211,11.4,"Boonsri","16-Apr-99","Magnesium",1000,11400,0.000300322
"4956",4956,45826,19.2,"Kohsoom","22-Apr-99","Magnesium",1000,19200,0.000505805
"4982",4982,46238,12,"Chai","22-Apr-99","Magnesium",1000,12000,0.000316128
"5008",5008,47026,12.6,"Chai","22-Apr-99","Magnesium",1000,12600,0.000331935
"5033",5033,47431,12,"Chai","22-Apr-99","Magnesium",1000,12000,0.000316128
"5058",5058,48200,15.6,"Somchair","23-Apr-99","Magnesium",1000,15600,0.000410967
"5083",5083,48969,37.2,"Busarakhan","23-Apr-99","Magnesium",1000,37200,0.000979998
"5107",5107,50976,12,"Kannika","23-Apr-99","Magnesium",1000,12000,0.000316128
"5130",5130,51390,12,"Kannika","23-Apr-99","Magnesium",1000,12000,0.000316128
"5154",5154,52146,12,"Kannika","23-Apr-99","Magnesium",1000,12000,0.000316128
"5179",5179,52553,12,"Sakda","26-Apr-99","Magnesium",1000,12000,0.000316128
"5201",5201,52968,12,"Sakda","26-Apr-99","Magnesium",1000,12000,0.000316128
"5224",5224,53730,12,"Sakda","26-Apr-99","Magnesium",1000,12000,0.000316128
"5247",5247,41114,11.6,"Boonsri","13-May-99","Magnesium",1000,11600,0.000305591
"5274",5274,41866,10.7,"Boonsri","13-May-99","Magnesium",1000,10700,0.000281881
"5300",5300,42245,15.5,"Boonsri","13-May-99","Magnesium",1000,15500,0.000408332
"5326",5326,45858,18.5,"Kohsoom","15-May-99","Magnesium",1000,18500,0.000487364
"5352",5352,46272,17,"Chai","20-May-99","Magnesium",1000,17000,0.000447848
"5378",5378,47058,15.8,"Chai","20-May-99","Magnesium",1000,15800,0.000416236
"5404",5404,47464,19.4,"Chai","20-May-99","Magnesium",1000,19400,0.000511074
"5431",5431,52584,25.7,"Sakda","26-May-99","Magnesium",1000,25700,0.000677041
"5461",5461,52999,26,"Sakda","26-May-99","Magnesium",1000,26000,0.000684944
"5490",5490,53761,13.5,"Sakda","26-May-99","Magnesium",1000,13500,0.000355644
"5515",5515,48230,26.7,"Somchair","27-May-99","Magnesium",1000,26700,0.000703385
"5540",5540,48999,38.9,"Busarakhan","27-May-99","Magnesium",1000,38900,0.001024782
"5566",5566,51007,13.5,"Kannika","28-May-99","Magnesium",1000,13500,0.000355644
"5592",5592,51421,14,"Kannika","28-May-99","Magnesium",1000,14000,0.000368816
"5617",5617,52179,14,"Kannika","28-May-99","Magnesium",1000,14000,0.000368816
"5643",5643,41149,12,"Boonsri","06-Jun-99","Magnesium",1000,12000,0.000316128
"5667",5667,41899,12,"Boonsri","06-Jun-99","Magnesium",1000,12000,0.000316128
"5691",5691,42279,12,"Boonsri","06-Jun-99","Magnesium",1000,12000,0.000316128
"5714",5714,45891,19.8,"Kohsoom","18-Jun-99","Magnesium",1000,19800,0.000521612
"5739",5739,46306,8.4,"Chai","19-Jun-99","Magnesium",1000,8400,0.00022129
"5764",5764,47091,8.4,"Chai","19-Jun-99","Magnesium",1000,8400,0.00022129
"5788",5788,47498,8.4,"Chai","19-Jun-99","Magnesium",1000,8400,0.00022129
"5811",5811,48261,17.4,"Somchair","22-Jun-99","Magnesium",1000,17400,0.000458386
"5832",5832,49032,17.4,"Busarakhan","22-Jun-99","Magnesium",1000,17400,0.000458386
"5857",5857,51041,10.8,"Kannika","23-Jun-99","Magnesium",1000,10800,0.000284515
"5882",5882,51453,10.8,"Kannika","23-Jun-99","Magnesium",1000,10800,0.000284515
"5907",5907,52213,10.8,"Kannika","23-Jun-99","Magnesium",1000,10800,0.000284515
"5931",5931,52621,12,"Sakda","25-Jun-99","Magnesium",1000,12000,0.000316128
"5955",5955,53035,12,"Sakda","25-Jun-99","Magnesium",1000,12000,0.000316128
"5980",5980,53794,12,"Sakda","25-Jun-99","Magnesium",1000,12000,0.000316128
"6046",6046,41180,12.6,"Boonsri","22-Jul-99","Magnesium",1000,12600,0.000331935
"6070",6070,41929,13.6,"Boonsri","22-Jul-99","Magnesium",1000,13600,0.000358279
"6094",6094,42309,12.6,"Boonsri","22-Jul-99","Magnesium",1000,12600,0.000331935
"6118",6118,46346,17.5,"Chai","22-Jul-99","Magnesium",1000,17500,0.00046102
"6142",6142,47122,17.5,"Chai","22-Jul-99","Magnesium",1000,17500,0.00046102
"6166",6166,47529,17.5,"Chai","22-Jul-99","Magnesium",1000,17500,0.00046102
"6190",6190,45929,17.2,"Kohsoom","24-Jul-99","Magnesium",1000,17200,0.000453117
"6214",6214,48295,15.1,"Somchair","24-Jul-99","Magnesium",1000,15100,0.000397795
"6238",6238,49070,20.2,"Busarakhan","24-Jul-99","Magnesium",1000,20200,0.000532149
"6262",6262,51081,17.5,"Kannika","25-Jul-99","Magnesium",1000,17500,0.00046102
"6286",6286,51485,22.6,"Kannika","25-Jul-99","Magnesium",1000,22600,0.000595375
"6310",6310,52245,22.6,"Kannika","25-Jul-99","Magnesium",1000,22600,0.000595375
"6335",6335,53826,25.7,"Sakda","26-Jul-99","Magnesium",1000,25700,0.000677041
"6364",6364,52660,17.5,"Sakda","28-Jul-99","Magnesium",1000,17500,0.00046102
"6388",6388,53067,15.1,"Sakda","28-Jul-99","Magnesium",1000,15100,0.000397795
"6412",6412,53863,15.1,"Sakda","28-Jul-99","Magnesium",1000,15100,0.000397795
"6478",6478,41212,9.6,"Boonsri","19-Aug-99","Magnesium",1000,9600,0.000252903
"6502",6502,41960,9.6,"Boonsri","19-Aug-99","Magnesium",1000,9600,0.000252903
"6527",6527,45966,11.4,"Kohsoom","28-Aug-99","Magnesium",1000,11400,0.000300322
"6551",6551,46385,8.4,"Chai","28-Aug-99","Magnesium",1000,8400,0.00022129
"6575",6575,47153,8.4,"Chai","28-Aug-99","Magnesium",1000,8400,0.00022129
"6599",6599,47561,8.4,"Chai","28-Aug-99","Magnesium",1000,8400,0.00022129
"6623",6623,48333,12,"Somchair","29-Aug-99","Magnesium",1000,12000,0.000316128
"6647",6647,49108,15.6,"Busarakhan","30-Aug-99","Magnesium",1000,15600,0.000410967
"6671",6671,51120,11.4,"Kannika","30-Aug-99","Magnesium",1000,11400,0.000300322
"6695",6695,51516,11.4,"Kannika","30-Aug-99","Magnesium",1000,11400,0.000300322
"6719",6719,52277,11.4,"Kannika","30-Aug-99","Magnesium",1000,11400,0.000300322
"6743",6743,52699,11.4,"Sakda","31-Aug-99","Magnesium",1000,11400,0.000300322
"6767",6767,53098,10.8,"Sakda","31-Aug-99","Magnesium",1000,10800,0.000284515
"6791",6791,53895,11.4,"Sakda","31-Aug-99","Magnesium",1000,11400,0.000300322
"6815",6815,41243,9.8,"Boonsri","16-Sep-99","Magnesium",1000,9800,0.000258171
"6842",6842,41990,9.8,"Boonsri","16-Sep-99","Magnesium",1000,9800,0.000258171
"6870",6870,46417,19.2,"Chai","16-Sep-99","Magnesium",1000,19200,0.000505805
"6894",6894,47184,18.7,"Chai","16-Sep-99","Magnesium",1000,18700,0.000492633
"6918",6918,47593,19.2,"Chai","16-Sep-99","Magnesium",1000,19200,0.000505805
"6942",6942,45996,19.6,"Kohsoom","18-Sep-99","Magnesium",1000,19600,0.000516343
"6966",6966,48363,24.1,"Somchair","18-Sep-99","Magnesium",1000,24100,0.000634891
"6990",6990,49138,25.7,"Busarakhan","18-Sep-99","Magnesium",1000,25700,0.000677041
"7014",7014,51152,19.5,"Kannika","19-Sep-99","Magnesium",1000,19500,0.000513708
"7038",7038,51547,19.5,"Kannika","19-Sep-99","Magnesium",1000,19500,0.000513708
"7062",7062,52309,19.5,"Kannika","19-Sep-99","Magnesium",1000,19500,0.000513708
"7086",7086,52731,20.5,"Sakda","21-Sep-99","Magnesium",1000,20500,0.000540052
"7110",7110,53129,20.5,"Sakda","21-Sep-99","Magnesium",1000,20500,0.000540052
"7134",7134,53927,20.5,"Sakda","21-Sep-99","Magnesium",1000,20500,0.000540052
"7158",7158,41278,14.4,"Boonsri","10-Oct-99","Magnesium",1000,14400,0.000379354
"7185",7185,42024,14.4,"Boonsri","10-Oct-99","Magnesium",1000,14400,0.000379354
"7213",7213,46027,24.6,"Kohsoom","20-Oct-99","Magnesium",1000,24600,0.000648063
"7240",7240,46449,17.4,"Chai","21-Oct-99","Magnesium",1000,17400,0.000458386
"7264",7264,47215,17.4,"Chai","21-Oct-99","Magnesium",1000,17400,0.000458386
"7291",7291,47625,19.2,"Chai","21-Oct-99","Magnesium",1000,19200,0.000505805
"7316",7316,48394,20.4,"Somchair","21-Oct-99","Magnesium",1000,20400,0.000537418
"7343",7343,49169,21.6,"Busarakhan","22-Oct-99","Magnesium",1000,21600,0.000569031
"7370",7370,51184,16.8,"Kannika","22-Oct-99","Magnesium",1000,16800,0.00044258
"7397",7397,51578,16.8,"Kannika","22-Oct-99","Magnesium",1000,16800,0.00044258
"7424",7424,52341,16.8,"Kannika","22-Oct-99","Magnesium",1000,16800,0.00044258
"7451",7451,52763,16.8,"Sakda","23-Oct-99","Magnesium",1000,16800,0.00044258
"7478",7478,53160,17.4,"Sakda","23-Oct-99","Magnesium",1000,17400,0.000458386
"7505",7505,53959,16.8,"Sakda","23-Oct-99","Magnesium",1000,16800,0.00044258
"7532",7532,41312,12.6,"Boonsri","05-Nov-99","Magnesium",1000,12600,0.000331935
"7556",7556,42057,13.6,"Boonsri","05-Nov-99","Magnesium",1000,13600,0.000358279
"7581",7581,46060,24,"Kohsoom","07-Nov-99","Magnesium",1000,24000,0.000632256
"7605",7605,46481,19.5,"Chai","18-Nov-99","Magnesium",1000,19500,0.000513708
"7632",7632,47249,21.1,"Chai","18-Nov-99","Magnesium",1000,21100,0.000555859
"7659",7659,47658,18.7,"Chai","18-Nov-99","Magnesium",1000,18700,0.000492633
"7686",7686,48427,13.1,"Somchair","20-Nov-99","Magnesium",1000,13100,0.000345107
"7713",7713,49202,31.6,"Busarakhan","20-Nov-99","Magnesium",1000,31600,0.000832471
"7740",7740,51219,25.7,"Kannika","26-Nov-99","Magnesium",1000,25700,0.000677041
"7767",7767,51612,23.3,"Kannika","26-Nov-99","Magnesium",1000,23300,0.000613816
"7794",7794,52376,28.4,"Kannika","26-Nov-99","Magnesium",1000,28400,0.00074817
"7821",7821,52798,33.3,"Sakda","26-Nov-99","Magnesium",1000,33300,0.000877256
"7848",7848,53194,28.7,"Sakda","26-Nov-99","Magnesium",1000,28700,0.000756073
"7875",7875,53994,38.1,"Sakda","26-Nov-99","Magnesium",1000,38100,0.001003707
"7902",7902,41344,10.8,"Boonsri","09-Dec-99","Magnesium",1000,10800,0.000284515
"7925",7925,42088,11.6,"Boonsri","09-Dec-99","Magnesium",1000,11600,0.000305591
"7950",7950,46516,23.8,"Chai","09-Dec-99","Magnesium",1000,23800,0.000626988
"7977",7977,47283,21.4,"Chai","09-Dec-99","Magnesium",1000,21400,0.000563762
"8004",8004,47693,23.8,"Chai","09-Dec-99","Magnesium",1000,23800,0.000626988
"8031",8031,48461,16.8,"Somchair","10-Dec-99","Magnesium",1000,16800,0.00044258
"8058",8058,49236,16.5,"Busarakhan","10-Dec-99","Magnesium",1000,16500,0.000434676
"8085",8085,46090,22,"Kohsoom","11-Dec-99","Magnesium",1000,22000,0.000579568
"8109",8109,52833,28.4,"Sakda","15-Dec-99","Magnesium",1000,28400,0.00074817
"8136",8136,53228,26.2,"Sakda","15-Dec-99","Magnesium",1000,26200,0.000690213
"8163",8163,54029,18.9,"Sakda","15-Dec-99","Magnesium",1000,18900,0.000497902
"8190",8190,51254,19.2,"Kannika","16-Dec-99","Magnesium",1000,19200,0.000505805
"8217",8217,51646,16.8,"Kannika","16-Dec-99","Magnesium",1000,16800,0.00044258
"8244",8244,52411,19.2,"Kannika","16-Dec-99","Magnesium",1000,19200,0.000505805
"8273",8273,97487,12.7,"Boonsri","14-Jan-00","Magnesium",1000,12700,0.000334569
"8303",8303,98279,8.7,"Boonsri","14-Jan-00","Magnesium",1000,8700,0.000229193
"8330",8330,104631,15.5,"Chai","14-Jan-00","Magnesium",1000,15500,0.000408332
"8359",8359,105434,15.5,"Chai","14-Jan-00","Magnesium",1000,15500,0.000408332
"8388",8388,106226,15.5,"Chai","14-Jan-00","Magnesium",1000,15500,0.000408332
"8417",8417,107016,23.1,"Somchair","15-Jan-00","Magnesium",1000,23100,0.000608547
"8446",8446,107823,36.2,"Busarakhan","15-Jan-00","Magnesium",1000,36200,0.000953653
"8475",8475,103823,21,"Kohsoom","16-Jan-00","Magnesium",1000,21000,0.000553224
"8502",8502,110660,28.4,"Kannika","19-Jan-00","Magnesium",1000,28400,0.00074817
"8531",8531,111461,33.6,"Kannika","19-Jan-00","Magnesium",1000,33600,0.000885159
