"","X","id","value","location","dates","measure","micrograms","value1","normal"
"1935",1935,5356,0.87,"Chai","23-Aug-98","Cadmium",1,0.87,2.29193e-08
"1965",1965,5834,0.39,"Chai","23-Aug-98","Cadmium",1,0.39,1.02742e-08
"1995",1995,6312,0.11,"Chai","23-Aug-98","Cadmium",1,0.11,2.89784e-09
"2025",2025,6594,0.52,"Somchair","24-Aug-98","Cadmium",1,0.52,1.36989e-08
"2055",2055,8603,1.2,"Kannika","25-Aug-98","Cadmium",1,1.2,3.16128e-08
"2085",2085,9078,2.58,"Kannika","25-Aug-98","Cadmium",1,2.58,6.79676e-08
"2115",2115,9561,1.18,"Kannika","25-Aug-98","Cadmium",1,1.18,3.10859e-08
"2145",2145,9970,1.12,"Sakda","26-Aug-98","Cadmium",1,1.12,2.95053e-08
"2175",2175,2567,0,"Boonsri","05-Sep-98","Cadmium",1,0,0
"2205",2205,2930,0,"Boonsri","05-Sep-98","Cadmium",1,0,0
"2235",2235,8643,0,"Kannika","20-Sep-98","Cadmium",1,0,0
"2265",2265,9118,0,"Kannika","20-Sep-98","Cadmium",1,0,0
"2295",2295,9601,0,"Kannika","20-Sep-98","Cadmium",1,0,0
"2325",2325,5396,0,"Chai","27-Sep-98","Cadmium",1,0,0
"2355",2355,5874,0,"Chai","27-Sep-98","Cadmium",1,0,0
"2385",2385,6352,0,"Chai","27-Sep-98","Cadmium",1,0,0
"2415",2415,4952,0,"Kohsoom","01-Oct-98","Cadmium",1,0,0
"2445",2445,2607,0.86,"Boonsri","03-Oct-98","Cadmium",1,0.86,2.26559e-08
"2475",2475,2970,0.53,"Boonsri","03-Oct-98","Cadmium",1,0.53,1.39623e-08
"2505",2505,8683,0.27,"Kannika","23-Oct-98","Cadmium",1,0.27,7.11289e-09
"2535",2535,9158,0.79,"Kannika","23-Oct-98","Cadmium",1,0.79,2.08118e-08
"2565",2565,9641,0.66,"Kannika","23-Oct-98","Cadmium",1,0.66,1.73871e-08
"2595",2595,9767,0.29,"Sakda","24-Oct-98","Cadmium",1,0.29,7.63977e-09
"2625",2625,10010,0.18,"Sakda","24-Oct-98","Cadmium",1,0.18,4.74192e-09
"2655",2655,10130,0.16,"Sakda","24-Oct-98","Cadmium",1,0.16,4.21504e-09
"2685",2685,6754,0.32,"Busarakhan","29-Oct-98","Cadmium",1,0.32,8.43009e-09
"2715",2715,5436,0.33,"Chai","30-Oct-98","Cadmium",1,0.33,8.69353e-09
"2745",2745,5914,0.17,"Chai","30-Oct-98","Cadmium",1,0.17,4.47848e-09
"2775",2775,6392,0.59,"Chai","30-Oct-98","Cadmium",1,0.59,1.5543e-08
"2805",2805,6634,0.99,"Somchair","30-Oct-98","Cadmium",1,0.99,2.60806e-08
"2835",2835,2647,0,"Boonsri","07-Nov-98","Cadmium",1,0,0
"2865",2865,3010,0,"Boonsri","07-Nov-98","Cadmium",1,0,0
"2895",2895,4992,2.5,"Kohsoom","14-Nov-98","Cadmium",1,2.5,6.586e-08
"2925",2925,8723,1,"Kannika","20-Nov-98","Cadmium",1,1,2.6344e-08
"2955",2955,9198,0.79,"Kannika","20-Nov-98","Cadmium",1,0.79,2.08118e-08
"2985",2985,9681,0.66,"Kannika","20-Nov-98","Cadmium",1,0.66,1.73871e-08
"3015",3015,9807,0.06,"Sakda","20-Nov-98","Cadmium",1,0.06,1.58064e-09
"3045",3045,10050,0.05,"Sakda","20-Nov-98","Cadmium",1,0.05,1.3172e-09
"3075",3075,10170,0.02,"Sakda","20-Nov-98","Cadmium",1,0.02,5.2688e-10
"3105",3105,5476,0.53,"Chai","26-Nov-98","Cadmium",1,0.53,1.39623e-08
"3135",3135,5954,0.42,"Chai","26-Nov-98","Cadmium",1,0.42,1.10645e-08
"3165",3165,6432,0.37,"Chai","26-Nov-98","Cadmium",1,0.37,9.74729e-09
"3195",3195,6674,0.24,"Somchair","28-Nov-98","Cadmium",1,0.24,6.32256e-09
"3225",3225,6794,0.32,"Busarakhan","28-Nov-98","Cadmium",1,0.32,8.43009e-09
"3255",3255,2687,0,"Boonsri","05-Dec-98","Cadmium",1,0,0
"3285",3285,3050,0,"Boonsri","05-Dec-98","Cadmium",1,0,0
"3315",3315,9847,0.08,"Sakda","10-Dec-98","Cadmium",1,0.08,2.10752e-09
"3345",3345,10090,0.06,"Sakda","10-Dec-98","Cadmium",1,0.06,1.58064e-09
"3375",3375,10210,0.04,"Sakda","10-Dec-98","Cadmium",1,0.04,1.05376e-09
"3405",3405,5032,1.47,"Kohsoom","13-Dec-98","Cadmium",1,1.47,3.87257e-08
"3434",3434,8757,0.12,"Kannika","17-Dec-98","Cadmium",1,0.12,3.16128e-09
"3463",3463,9238,0.08,"Kannika","17-Dec-98","Cadmium",1,0.08,2.10752e-09
"3493",3493,9721,0.31,"Kannika","17-Dec-98","Cadmium",1,0.31,8.16665e-09
"3523",3523,5516,0.97,"Chai","18-Dec-98","Cadmium",1,0.97,2.55537e-08
"3553",3553,5994,0.34,"Chai","18-Dec-98","Cadmium",1,0.34,8.95697e-09
"3583",3583,6472,1.46,"Chai","18-Dec-98","Cadmium",1,1.46,3.84623e-08
"3613",3613,6714,0.31,"Somchair","19-Dec-98","Cadmium",1,0.31,8.16665e-09
"3643",3643,6834,0.23,"Busarakhan","19-Dec-98","Cadmium",1,0.23,6.05912e-09
"3692",3692,41749,4.4,"Boonsri","09-Jan-99","Cadmium",1,4.4,1.15914e-07
"3735",3735,45738,6.68,"Kohsoom","16-Jan-99","Cadmium",1,6.68,1.75978e-07
"3760",3760,52456,0.62,"Sakda","16-Jan-99","Cadmium",1,0.62,1.63333e-08
"3786",3786,52877,0.24,"Sakda","16-Jan-99","Cadmium",1,0.24,6.32256e-09
"3812",3812,53638,0.38,"Sakda","16-Jan-99","Cadmium",1,0.38,1.00107e-08
"3838",3838,50881,0.42,"Kannika","21-Jan-99","Cadmium",1,0.42,1.10645e-08
"3864",3864,51298,0.66,"Kannika","21-Jan-99","Cadmium",1,0.66,1.73871e-08
"3890",3890,52055,0.59,"Kannika","21-Jan-99","Cadmium",1,0.59,1.5543e-08
"3916",3916,48102,1.57,"Somchair","27-Jan-99","Cadmium",1,1.57,4.13601e-08
"3945",3945,48870,2.29,"Busarakhan","27-Jan-99","Cadmium",1,2.29,6.03278e-08
"3974",3974,46132,1.36,"Chai","30-Jan-99","Cadmium",1,1.36,3.58279e-08
"4004",4004,46924,2.96,"Chai","30-Jan-99","Cadmium",1,2.96,7.79783e-08
"4034",4034,47328,1.82,"Chai","30-Jan-99","Cadmium",1,1.82,4.79461e-08
"4063",4063,41020,8.61,"Boonsri","11-Feb-99","Cadmium",1,8.61,2.26822e-07
"4091",4091,41779,23.99,"Boonsri","11-Feb-99","Cadmium",1,23.99,6.31993e-07
"4119",4119,42154,2.62,"Boonsri","11-Feb-99","Cadmium",1,2.62,6.90213e-08
"4146",4146,45770,6.68,"Kohsoom","13-Feb-99","Cadmium",1,6.68,1.75978e-07
"4170",4170,46171,0.38,"Chai","18-Feb-99","Cadmium",1,0.38,1.00107e-08
"4200",4200,46962,1,"Chai","18-Feb-99","Cadmium",1,1,2.6344e-08
"4230",4230,47366,1,"Chai","18-Feb-99","Cadmium",1,1,2.6344e-08
"4258",4258,48138,1.78,"Somchair","20-Feb-99","Cadmium",1,1.78,4.68924e-08
"4286",4286,48906,26.5,"Busarakhan","20-Feb-99","Cadmium",1,26.5,6.98117e-07
"4315",4315,50914,8.62,"Kannika","26-Feb-99","Cadmium",1,8.62,2.27085e-07
"4343",4343,51332,1,"Kannika","26-Feb-99","Cadmium",1,1,2.6344e-08
"4370",4370,52087,13.27,"Kannika","26-Feb-99","Cadmium",1,13.27,3.49585e-07
"4397",4397,52489,1,"Sakda","27-Feb-99","Cadmium",1,1,2.6344e-08
"4426",4426,52909,1,"Sakda","27-Feb-99","Cadmium",1,1,2.6344e-08
"4455",4455,53671,1,"Sakda","27-Feb-99","Cadmium",1,1,2.6344e-08
"4482",4482,41055,1,"Boonsri","11-Mar-99","Cadmium",1,1,2.6344e-08
"4510",4510,41813,7.6,"Boonsri","11-Mar-99","Cadmium",1,7.6,2.00215e-07
"4535",4535,42188,1.8,"Boonsri","11-Mar-99","Cadmium",1,1.8,4.74192e-08
"4560",4560,45800,13.27,"Kohsoom","13-Mar-99","Cadmium",1,13.27,3.49585e-07
"4589",4589,46210,1.46,"Chai","17-Mar-99","Cadmium",1,1.46,3.84623e-08
"4618",4618,47000,1.27,"Chai","17-Mar-99","Cadmium",1,1.27,3.34569e-08
"4646",4646,47404,1,"Chai","17-Mar-99","Cadmium",1,1,2.6344e-08
"4674",4674,48175,1,"Somchair","19-Mar-99","Cadmium",1,1,2.6344e-08
"4702",4702,48943,1,"Busarakhan","19-Mar-99","Cadmium",1,1,2.6344e-08
"4730",4730,50949,1,"Kannika","24-Mar-99","Cadmium",1,1,2.6344e-08
"4758",4758,51366,1,"Kannika","24-Mar-99","Cadmium",1,1,2.6344e-08
"4784",4784,52121,1,"Kannika","24-Mar-99","Cadmium",1,1,2.6344e-08
"4810",4810,52525,1,"Sakda","25-Mar-99","Cadmium",1,1,2.6344e-08
"4839",4839,52944,1,"Sakda","25-Mar-99","Cadmium",1,1,2.6344e-08
"4865",4865,53705,1,"Sakda","25-Mar-99","Cadmium",1,1,2.6344e-08
"4890",4890,41090,1.9,"Boonsri","16-Apr-99","Cadmium",1,1.9,5.00536e-08
"4915",4915,41844,0,"Boonsri","16-Apr-99","Cadmium",1,0,0
"4939",4939,42220,0,"Boonsri","16-Apr-99","Cadmium",1,0,0
"4965",4965,45835,0,"Kohsoom","22-Apr-99","Cadmium",1,0,0
"4991",4991,46247,0,"Chai","22-Apr-99","Cadmium",1,0,0
"5017",5017,47035,0,"Chai","22-Apr-99","Cadmium",1,0,0
"5042",5042,47440,0,"Chai","22-Apr-99","Cadmium",1,0,0
"5067",5067,48209,0.11,"Somchair","23-Apr-99","Cadmium",1,0.11,2.89784e-09
"5092",5092,48978,0,"Busarakhan","23-Apr-99","Cadmium",1,0,0
"5116",5116,50985,0,"Kannika","23-Apr-99","Cadmium",1,0,0
"5139",5139,51399,0,"Kannika","23-Apr-99","Cadmium",1,0,0
"5163",5163,52155,0,"Kannika","23-Apr-99","Cadmium",1,0,0
"5188",5188,52562,0,"Sakda","26-Apr-99","Cadmium",1,0,0
"5210",5210,52977,0,"Sakda","26-Apr-99","Cadmium",1,0,0
"5233",5233,53739,0,"Sakda","26-Apr-99","Cadmium",1,0,0
"5256",5256,41123,10.97,"Boonsri","13-May-99","Cadmium",1,10.97,2.88994e-07
"5283",5283,41875,2.13,"Boonsri","13-May-99","Cadmium",1,2.13,5.61128e-08
"5309",5309,42254,2.4,"Boonsri","13-May-99","Cadmium",1,2.4,6.32256e-08
"5335",5335,45867,0.14,"Kohsoom","15-May-99","Cadmium",1,0.14,3.68816e-09
"5361",5361,46281,0.38,"Chai","20-May-99","Cadmium",1,0.38,1.00107e-08
"5387",5387,47067,0.1,"Chai","20-May-99","Cadmium",1,0.1,2.6344e-09
"5413",5413,47473,0.28,"Chai","20-May-99","Cadmium",1,0.28,7.37633e-09
"5440",5440,52593,25.86,"Sakda","26-May-99","Cadmium",1,25.86,6.81256e-07
"5470",5470,53008,11.67,"Sakda","26-May-99","Cadmium",1,11.67,3.07435e-07
"5499",5499,53770,0.21,"Sakda","26-May-99","Cadmium",1,0.21,5.53224e-09
"5524",5524,48239,0.23,"Somchair","27-May-99","Cadmium",1,0.23,6.05912e-09
"5549",5549,49008,0.16,"Busarakhan","27-May-99","Cadmium",1,0.16,4.21504e-09
"5575",5575,51016,0.27,"Kannika","28-May-99","Cadmium",1,0.27,7.11289e-09
"5601",5601,51430,0.18,"Kannika","28-May-99","Cadmium",1,0.18,4.74192e-09
"5626",5626,52188,0.27,"Kannika","28-May-99","Cadmium",1,0.27,7.11289e-09
"5652",5652,41158,1.21,"Boonsri","06-Jun-99","Cadmium",1,1.21,3.18763e-08
"5676",5676,41908,1.37,"Boonsri","06-Jun-99","Cadmium",1,1.37,3.60913e-08
"5700",5700,42288,1.29,"Boonsri","06-Jun-99","Cadmium",1,1.29,3.39838e-08
"5723",5723,45900,0.75,"Kohsoom","18-Jun-99","Cadmium",1,0.75,1.9758e-08
"5748",5748,46315,1.06,"Chai","19-Jun-99","Cadmium",1,1.06,2.79247e-08
"5773",5773,47100,0.94,"Chai","19-Jun-99","Cadmium",1,0.94,2.47634e-08
"5797",5797,47507,1.43,"Chai","19-Jun-99","Cadmium",1,1.43,3.76719e-08
"5820",5820,48270,3.56,"Somchair","22-Jun-99","Cadmium",1,3.56,9.37847e-08
"5841",5841,49041,5.56,"Busarakhan","22-Jun-99","Cadmium",1,5.56,1.46473e-07
"5866",5866,51050,8.47,"Kannika","23-Jun-99","Cadmium",1,8.47,2.23134e-07
"5891",5891,51462,8.47,"Kannika","23-Jun-99","Cadmium",1,8.47,2.23134e-07
"5916",5916,52222,7.07,"Kannika","23-Jun-99","Cadmium",1,7.07,1.86252e-07
"5940",5940,52630,8.47,"Sakda","25-Jun-99","Cadmium",1,8.47,2.23134e-07
"5964",5964,53044,7.78,"Sakda","25-Jun-99","Cadmium",1,7.78,2.04956e-07
"5989",5989,53803,5.26,"Sakda","25-Jun-99","Cadmium",1,5.26,1.3857e-07
"6000",6000,45913,0.65,"Kohsoom","15-Jul-99","Cadmium",1,0.65,1.71236e-08
"6007",6007,46329,0.12,"Chai","15-Jul-99","Cadmium",1,0.12,3.16128e-09
"6014",6014,48279,0.59,"Somchair","15-Jul-99","Cadmium",1,0.59,1.5543e-08
"6021",6021,49054,0.56,"Busarakhan","15-Jul-99","Cadmium",1,0.56,1.47527e-08
"6028",6028,51064,0.56,"Kannika","15-Jul-99","Cadmium",1,0.56,1.47527e-08
"6035",6035,52643,1.59,"Sakda","15-Jul-99","Cadmium",1,1.59,4.1887e-08
"6055",6055,41189,1.41,"Boonsri","22-Jul-99","Cadmium",1,1.41,3.71451e-08
"6079",6079,41938,1.06,"Boonsri","22-Jul-99","Cadmium",1,1.06,2.79247e-08
"6103",6103,42318,1.16,"Boonsri","22-Jul-99","Cadmium",1,1.16,3.05591e-08
"6127",6127,46355,0.83,"Chai","22-Jul-99","Cadmium",1,0.83,2.18655e-08
"6151",6151,47131,0.83,"Chai","22-Jul-99","Cadmium",1,0.83,2.18655e-08
"6175",6175,47538,0.83,"Chai","22-Jul-99","Cadmium",1,0.83,2.18655e-08
"6199",6199,45938,2.28,"Kohsoom","24-Jul-99","Cadmium",1,2.28,6.00644e-08
"6223",6223,48304,0.83,"Somchair","24-Jul-99","Cadmium",1,0.83,2.18655e-08
"6247",6247,49079,1.1,"Busarakhan","24-Jul-99","Cadmium",1,1.1,2.89784e-08
"6271",6271,51090,0.55,"Kannika","25-Jul-99","Cadmium",1,0.55,1.44892e-08
"6295",6295,51494,2.38,"Kannika","25-Jul-99","Cadmium",1,2.38,6.26988e-08
"6319",6319,52254,1.94,"Kannika","25-Jul-99","Cadmium",1,1.94,5.11074e-08
"6344",6344,53835,25.86,"Sakda","26-Jul-99","Cadmium",1,25.86,6.81256e-07
"6373",6373,52669,1.38,"Sakda","28-Jul-99","Cadmium",1,1.38,3.63547e-08
"6397",6397,53076,1.15,"Sakda","28-Jul-99","Cadmium",1,1.15,3.02956e-08
"6421",6421,53872,1.37,"Sakda","28-Jul-99","Cadmium",1,1.37,3.60913e-08
"6432",6432,45950,0.52,"Kohsoom","15-Aug-99","Cadmium",1,0.52,1.36989e-08
"6439",6439,46368,0.72,"Chai","15-Aug-99","Cadmium",1,0.72,1.89677e-08
"6446",6446,48317,1.71,"Somchair","15-Aug-99","Cadmium",1,1.71,4.50483e-08
"6453",6453,49092,3.27,"Busarakhan","15-Aug-99","Cadmium",1,3.27,8.61449e-08
"6460",6460,51103,0.39,"Kannika","15-Aug-99","Cadmium",1,0.39,1.02742e-08
"6467",6467,52682,0.93,"Sakda","15-Aug-99","Cadmium",1,0.93,2.44999e-08
"6487",6487,41221,0.75,"Boonsri","19-Aug-99","Cadmium",1,0.75,1.9758e-08
"6511",6511,41969,0.78,"Boonsri","19-Aug-99","Cadmium",1,0.78,2.05483e-08
"6536",6536,45975,1.5,"Kohsoom","28-Aug-99","Cadmium",1,1.5,3.9516e-08
"6560",6560,46394,1.17,"Chai","28-Aug-99","Cadmium",1,1.17,3.08225e-08
"6584",6584,47162,1.24,"Chai","28-Aug-99","Cadmium",1,1.24,3.26666e-08
"6608",6608,47570,0.95,"Chai","28-Aug-99","Cadmium",1,0.95,2.50268e-08
"6632",6632,48342,4.53,"Somchair","29-Aug-99","Cadmium",1,4.53,1.19338e-07
"6656",6656,49117,1.64,"Busarakhan","30-Aug-99","Cadmium",1,1.64,4.32042e-08
"6680",6680,51129,1.52,"Kannika","30-Aug-99","Cadmium",1,1.52,4.00429e-08
"6704",6704,51525,1.87,"Kannika","30-Aug-99","Cadmium",1,1.87,4.92633e-08
"6728",6728,52286,1.54,"Kannika","30-Aug-99","Cadmium",1,1.54,4.05698e-08
"6752",6752,52708,1.11,"Sakda","31-Aug-99","Cadmium",1,1.11,2.92419e-08
"6776",6776,53107,1.14,"Sakda","31-Aug-99","Cadmium",1,1.14,3.00322e-08
"6800",6800,53904,1.29,"Sakda","31-Aug-99","Cadmium",1,1.29,3.39838e-08
"6824",6824,41252,0.59,"Boonsri","16-Sep-99","Cadmium",1,0.59,1.5543e-08
"6851",6851,41999,0.77,"Boonsri","16-Sep-99","Cadmium",1,0.77,2.02849e-08
"6879",6879,46426,1.07,"Chai","16-Sep-99","Cadmium",1,1.07,2.81881e-08
"6903",6903,47193,1.82,"Chai","16-Sep-99","Cadmium",1,1.82,4.79461e-08
"6927",6927,47602,1.22,"Chai","16-Sep-99","Cadmium",1,1.22,3.21397e-08
"6951",6951,46005,3.02,"Kohsoom","18-Sep-99","Cadmium",1,3.02,7.95589e-08
"6975",6975,48372,1.87,"Somchair","18-Sep-99","Cadmium",1,1.87,4.92633e-08
"6999",6999,49147,1.15,"Busarakhan","18-Sep-99","Cadmium",1,1.15,3.02956e-08
"7023",7023,51161,1.02,"Kannika","19-Sep-99","Cadmium",1,1.02,2.68709e-08
"7047",7047,51556,0.93,"Kannika","19-Sep-99","Cadmium",1,0.93,2.44999e-08
"7071",7071,52318,0.89,"Kannika","19-Sep-99","Cadmium",1,0.89,2.34462e-08
"7095",7095,52740,0.73,"Sakda","21-Sep-99","Cadmium",1,0.73,1.92311e-08
"7119",7119,53138,0.68,"Sakda","21-Sep-99","Cadmium",1,0.68,1.79139e-08
"7143",7143,53936,0.93,"Sakda","21-Sep-99","Cadmium",1,0.93,2.44999e-08
"7167",7167,41287,0.79,"Boonsri","10-Oct-99","Cadmium",1,0.79,2.08118e-08
"7194",7194,42033,0.9,"Boonsri","10-Oct-99","Cadmium",1,0.9,2.37096e-08
"7222",7222,46036,1.17,"Kohsoom","20-Oct-99","Cadmium",1,1.17,3.08225e-08
"7249",7249,46458,1.26,"Chai","21-Oct-99","Cadmium",1,1.26,3.31935e-08
"7273",7273,47224,1.29,"Chai","21-Oct-99","Cadmium",1,1.29,3.39838e-08
"7300",7300,47634,1.28,"Chai","21-Oct-99","Cadmium",1,1.28,3.37203e-08
"7325",7325,48403,1.02,"Somchair","21-Oct-99","Cadmium",1,1.02,2.68709e-08
"7352",7352,49178,1.22,"Busarakhan","22-Oct-99","Cadmium",1,1.22,3.21397e-08
"7379",7379,51193,1.23,"Kannika","22-Oct-99","Cadmium",1,1.23,3.24031e-08
"7406",7406,51587,1.38,"Kannika","22-Oct-99","Cadmium",1,1.38,3.63547e-08
"7433",7433,52350,1.36,"Kannika","22-Oct-99","Cadmium",1,1.36,3.58279e-08
"7460",7460,52772,1.48,"Sakda","23-Oct-99","Cadmium",1,1.48,3.89891e-08
"7487",7487,53169,1.52,"Sakda","23-Oct-99","Cadmium",1,1.52,4.00429e-08
"7514",7514,53968,1.35,"Sakda","23-Oct-99","Cadmium",1,1.35,3.55644e-08
"7541",7541,41321,2.52,"Boonsri","05-Nov-99","Cadmium",1,2.52,6.63869e-08
"7565",7565,42066,1.13,"Boonsri","05-Nov-99","Cadmium",1,1.13,2.97687e-08
"7590",7590,46069,5.07,"Kohsoom","07-Nov-99","Cadmium",1,5.07,1.33564e-07
"7614",7614,46490,6.62,"Chai","18-Nov-99","Cadmium",1,6.62,1.74397e-07
"7641",7641,47258,5.31,"Chai","18-Nov-99","Cadmium",1,5.31,1.39887e-07
"7668",7668,47667,5.99,"Chai","18-Nov-99","Cadmium",1,5.99,1.57801e-07
"7695",7695,48436,3.81,"Somchair","20-Nov-99","Cadmium",1,3.81,1.00371e-07
"7722",7722,49211,4.17,"Busarakhan","20-Nov-99","Cadmium",1,4.17,1.09855e-07
"7749",7749,51228,2.5,"Kannika","26-Nov-99","Cadmium",1,2.5,6.586e-08
"7776",7776,51621,0.8,"Kannika","26-Nov-99","Cadmium",1,0.8,2.10752e-08
"7803",7803,52385,2.3,"Kannika","26-Nov-99","Cadmium",1,2.3,6.05912e-08
"7830",7830,52807,1.24,"Sakda","26-Nov-99","Cadmium",1,1.24,3.26666e-08
"7857",7857,53203,2.33,"Sakda","26-Nov-99","Cadmium",1,2.33,6.13816e-08
"7884",7884,54003,1.97,"Sakda","26-Nov-99","Cadmium",1,1.97,5.18977e-08
"7934",7934,42097,17.83,"Boonsri","09-Dec-99","Cadmium",1,17.83,4.69714e-07
"7959",7959,46525,3.87,"Chai","09-Dec-99","Cadmium",1,3.87,1.01951e-07
"7986",7986,47292,3.33,"Chai","09-Dec-99","Cadmium",1,3.33,8.77256e-08
"8013",8013,47702,5.43,"Chai","09-Dec-99","Cadmium",1,5.43,1.43048e-07
"8040",8040,48470,3.69,"Somchair","10-Dec-99","Cadmium",1,3.69,9.72094e-08
"8067",8067,49245,2.26,"Busarakhan","10-Dec-99","Cadmium",1,2.26,5.95375e-08
"8094",8094,46099,9.53,"Kohsoom","11-Dec-99","Cadmium",1,9.53,2.51059e-07
"8118",8118,52842,2.78,"Sakda","15-Dec-99","Cadmium",1,2.78,7.32364e-08
"8145",8145,53237,8,"Sakda","15-Dec-99","Cadmium",1,8,2.10752e-07
"8172",8172,54038,2.44,"Sakda","15-Dec-99","Cadmium",1,2.44,6.42794e-08
"8199",8199,51263,3.89,"Kannika","16-Dec-99","Cadmium",1,3.89,1.02478e-07
