,X,id,value,location,dates,measure,micrograms,value1,normal
19275,19275,234744,14.7,Kohsoom,25-May-02,Nickel,1,14.7,3.87E-07
46594,46594,710095,14.63,Sakda,15-Apr-06,Nickel,1,14.63,3.85E-07
56975,56975,801556,14.47,Chai,31-Mar-07,Nickel,1,14.47,3.81E-07
24784,24784,298585,14.25,Chai,18-May-03,Nickel,1,14.25,3.75E-07
53116,53116,696364,14.12,Kohsoom,25-Nov-06,Nickel,1,14.12,3.72E-07
60160,60160,803476,14.01,Chai,07-Jul-07,Nickel,1,14.01,3.69E-07
1275,1275,2809,14,Boonsri,06-Jun-98,Nickel,1,14,3.69E-07
62953,62953,816763,13.88,Sakda,13-Oct-07,Nickel,1,13.88,3.66E-07
27545,27545,293940,13.59,Boonsri,13-Nov-03,Nickel,1,13.59,3.58E-07
56164,56164,790907,13.49,Boonsri,09-Mar-07,Nickel,1,13.49,3.55E-07
29229,29229,503561,13.35,Boonsri,26-Feb-04,Nickel,1,13.35,3.52E-07
104229,104229,2166078,13.23,Decha,17-Mar-13,Nickel,1,13.23,3.49E-07
33873,33873,513031,13.12,Chai,09-Dec-04,Nickel,1,13.12,3.46E-07
873,873,8436,13,Kannika,18-Apr-98,Nickel,1,13,3.42E-07
1829,1829,2529,13,Boonsri,08-Aug-98,Nickel,1,13,3.42E-07
92290,92290,1614464,12.995,Boonsri,19-Mar-11,Nickel,1,12.995,3.42E-07
46158,46158,701161,12.97,Somchair,23-Mar-06,Nickel,1,12.97,3.42E-07
56929,56929,807283,12.94,Busarakhan,28-Mar-07,Nickel,1,12.94,3.41E-07
39326,39326,616704,12.88,Sakda,08-Jul-05,Nickel,1,12.88,3.39E-07
127280,127280,3282423,12.8,Busarakhan,14-Jul-16,Nickel,1,12.8,3.37E-07
29418,29418,514469,12.7,Somchair,14-Mar-04,Nickel,1,12.7,3.35E-07
55953,55953,800292,12.65,Kohsoom,24-Feb-07,Nickel,1,12.65,3.33E-07
83507,83507,1327906,12.6,Decha,17-Jan-10,Nickel,1,12.6,3.32E-07
46783,46783,699940,12.53,Chai,23-Apr-06,Nickel,1,12.53,3.30E-07
29202,29202,502355,12.48,Boonsri,26-Feb-04,Nickel,1,12.48,3.29E-07
25193,25193,293674,12.39,Boonsri,06-Jun-03,Nickel,1,12.39,3.26E-07
92318,92318,1615307,12.385,Boonsri,19-Mar-11,Nickel,1,12.385,3.26E-07
60111,60111,801864,12.37,Chai,07-Jul-07,Nickel,1,12.37,3.26E-07
56579,56579,789533,12.26,Boonsri,22-Mar-07,Nickel,1,12.26,3.23E-07
31885,31885,514652,12.17,Somchair,14-Aug-04,Nickel,1,12.17,3.21E-07
57017,57017,803094,12.08,Chai,31-Mar-07,Nickel,1,12.08,3.18E-07
57710,57710,788096,12.08,Boonsri,19-Apr-07,Nickel,1,12.08,3.18E-07
33193,33193,504083,12.07,Boonsri,22-Oct-04,Nickel,1,12.07,3.18E-07
46554,46554,709136,12.02,Kannika,15-Apr-06,Nickel,1,12.02,3.17E-07
937,937,9400,12,Kannika,18-Apr-98,Nickel,1,12,3.16E-07
101054,101054,2221766,12,Kohsoom,23-Aug-12,Nickel,1,12,3.16E-07
56113,56113,789466,11.89,Boonsri,09-Mar-07,Nickel,1,11.89,3.13E-07
63284,63284,802189,11.89,Chai,28-Oct-07,Nickel,1,11.89,3.13E-07
98973,98973,2221501,11.8,Kohsoom,29-Mar-12,Nickel,1,11.8,3.11E-07
87929,87929,1325703,11.7911,Boonsri,18-Aug-10,Nickel,1,11.7911,3.11E-07
57047,57047,804729,11.66,Chai,31-Mar-07,Nickel,1,11.66,3.07E-07
57996,57996,804835,11.63,Chai,25-Apr-07,Nickel,1,11.63,3.06E-07
27672,27672,303451,11.6,Kannika,20-Nov-03,Nickel,1,11.6,3.06E-07
93917,93917,1614628,11.4992,Boonsri,23-Jun-11,Nickel,1,11.4992,3.03E-07
57607,57607,817513,11.41,Sakda,12-Apr-07,Nickel,1,11.41,3.01E-07
87967,87967,1326373,11.3761,Boonsri,18-Aug-10,Nickel,1,11.3761,3.00E-07
33656,33656,510843,11.32,Kohsoom,28-Nov-04,Nickel,1,11.32,2.98E-07
56630,56630,790972,11.26,Boonsri,22-Mar-07,Nickel,1,11.26,2.97E-07
57502,57502,815353,11.24,Kannika,12-Apr-07,Nickel,1,11.24,2.96E-07
39731,39731,602682,11.19,Kohsoom,24-Jul-05,Nickel,1,11.19,2.95E-07
34183,34183,592994,11.145,Boonsri,14-Jan-05,Nickel,1,11.145,2.94E-07
25074,25074,298053,11.04,Kohsoom,24-May-03,Nickel,1,11.04,2.91E-07
50104,50104,701410,11.03,Somchair,13-Aug-06,Nickel,1,11.03,2.91E-07
905,905,8917,11,Kannika,18-Apr-98,Nickel,1,11,2.90E-07
27695,27695,303798,10.99,Kannika,20-Nov-03,Nickel,1,10.99,2.90E-07
57244,57244,801609,10.89,Chai,12-Apr-07,Nickel,1,10.89,2.87E-07
63002,63002,817909,10.74,Sakda,13-Oct-07,Nickel,1,10.74,2.83E-07
60726,60726,803533,10.72,Chai,19-Jul-07,Nickel,1,10.72,2.82E-07
24900,24900,303971,10.7,Kannika,21-May-03,Nickel,1,10.7,2.82E-07
25166,25166,293056,10.68,Boonsri,06-Jun-03,Nickel,1,10.68,2.81E-07
46668,46668,712038,10.66,Sakda,15-Apr-06,Nickel,1,10.66,2.81E-07
46633,46633,711045,10.62,Sakda,15-Apr-06,Nickel,1,10.62,2.80E-07
126052,126052,3281266,10.57,Somchair,14-May-16,Nickel,1,10.57,2.78E-07
34454,34454,607575,10.5,Somchair,22-Jan-05,Nickel,1,10.5,2.77E-07
34095,34095,589644,10.405,Boonsri,14-Jan-05,Nickel,1,10.405,2.74E-07
56424,56424,817446,10.25,Sakda,15-Mar-07,Nickel,1,10.25,2.70E-07
127789,127789,3281516,10.24,Somchair,11-Aug-16,Nickel,1,10.24,2.70E-07
59347,59347,814360,10.21,Kannika,09-Jun-07,Nickel,1,10.21,2.69E-07
62407,62407,806524,10.12,Somchair,29-Sep-07,Nickel,1,10.12,2.67E-07
46707,46707,697068,10.1,Chai,23-Apr-06,Nickel,1,10.1,2.66E-07
84879,84879,1354714,10.1,Kohsoom,24-Mar-10,Nickel,1,10.1,2.66E-07
56268,56268,814159,10.03,Kannika,15-Mar-07,Nickel,1,10.03,2.64E-07
18920,18920,227522,10.02,Boonsri,09-May-02,Nickel,1,10.02,2.64E-07
27436,27436,303421,10.02,Kannika,25-Oct-03,Nickel,1,10.02,2.64E-07
127624,127624,3294104,10.01,Chai,05-Aug-16,Nickel,1,10.01,2.64E-07
1432,1432,6555,10,Somchair,29-Jun-98,Nickel,1,10,2.63E-07
1739,1739,8559,10,Kannika,26-Jul-98,Nickel,1,10,2.63E-07
1769,1769,9040,10,Kannika,26-Jul-98,Nickel,1,10,2.63E-07
1799,1799,9523,10,Kannika,26-Jul-98,Nickel,1,10,2.63E-07
2087,2087,9080,10,Kannika,25-Aug-98,Nickel,1,10,2.63E-07
101919,101919,2221821,10,Kohsoom,25-Oct-12,Nickel,1,10,2.63E-07
111346,111346,2627519,10,Kohsoom,28-May-14,Nickel,1,10,2.63E-07
39804,39804,608815,9.991,Busarakhan,24-Jul-05,Nickel,1,9.991,2.63E-07
60885,60885,807550,9.973,Busarakhan,22-Jul-07,Nickel,1,9.973,2.63E-07
48468,48468,701302,9.966,Somchair,25-Jun-06,Nickel,1,9.966,2.63E-07
60601,60601,790005,9.964,Boonsri,19-Jul-07,Nickel,1,9.964,2.62E-07
47014,47014,696020,9.963,Kohsoom,29-Apr-06,Nickel,1,9.963,2.62E-07
87891,87891,1324969,9.9483,Boonsri,18-Aug-10,Nickel,1,9.9483,2.62E-07
30637,30637,510598,9.883,Kohsoom,30-May-04,Nickel,1,9.883,2.60E-07
35439,35439,602426,9.866,Kohsoom,27-Feb-05,Nickel,1,9.866,2.60E-07
44098,44098,683189,9.86,Boonsri,13-Jan-06,Nickel,1,9.86,2.60E-07
57658,57658,818645,9.819,Sakda,12-Apr-07,Nickel,1,9.819,2.59E-07
34569,34569,604700,9.802,Chai,27-Jan-05,Nickel,1,9.802,2.58E-07
59852,59852,807486,9.755,Busarakhan,23-Jun-07,Nickel,1,9.755,2.57E-07
78814,78814,1009655,9.7,Somchair,26-Jul-09,Nickel,1,9.7,2.56E-07
27941,27941,299613,9.67,Chai,28-Nov-03,Nickel,1,9.67,2.55E-07
46861,46861,685144,9.668,Boonsri,27-Apr-06,Nickel,1,9.668,2.55E-07
103726,103726,2166034,9.589,Decha,17-Feb-13,Nickel,1,9.589,2.53E-07
47111,47111,699976,9.542,Chai,30-Apr-06,Nickel,1,9.542,2.51E-07
60688,60688,801912,9.492,Chai,19-Jul-07,Nickel,1,9.492,2.50E-07
46977,46977,702169,9.491,Busarakhan,27-Apr-06,Nickel,1,9.491,2.50E-07
34492,34492,608522,9.487,Busarakhan,22-Jan-05,Nickel,1,9.487,2.50E-07
19251,19251,229321,9.46,Boonsri,23-May-02,Nickel,1,9.46,2.49E-07
35963,35963,604852,9.445,Chai,17-Mar-05,Nickel,1,9.445,2.49E-07
62713,62713,803806,9.377,Chai,07-Oct-07,Nickel,1,9.377,2.47E-07
78855,78855,1010431,9.3,Busarakhan,26-Jul-09,Nickel,1,9.3,2.45E-07
44026,44026,608116,9.29,Somchair,22-Dec-05,Nickel,1,9.29,2.45E-07
33947,33947,520311,9.255,Kannika,11-Dec-04,Nickel,1,9.255,2.44E-07
37535,37535,616597,9.164,Sakda,13-May-05,Nickel,1,9.164,2.41E-07
60454,60454,817715,9.162,Sakda,07-Jul-07,Nickel,1,9.162,2.41E-07
28680,28680,511323,9.09,Chai,30-Jan-04,Nickel,1,9.09,2.39E-07
60763,60763,805086,9.047,Chai,19-Jul-07,Nickel,1,9.047,2.38E-07
24287,24287,298522,9.03,Chai,20-Apr-03,Nickel,1,9.03,2.38E-07
52928,52928,702513,9.026,Busarakhan,22-Nov-06,Nickel,1,9.026,2.38E-07
58144,58144,791104,9.019,Boonsri,10-May-07,Nickel,1,9.019,2.38E-07
46518,46518,708120,9.017,Kannika,15-Apr-06,Nickel,1,9.017,2.38E-07
810,810,6152,9,Chai,17-Apr-98,Nickel,1,9,2.37E-07
1556,1556,9930,9,Sakda,30-Jun-98,Nickel,1,9,2.37E-07
27030,27030,300207,8.94,Chai,08-Oct-03,Nickel,1,8.94,2.36E-07
32396,32396,514691,8.93,Somchair,04-Sep-04,Nickel,1,8.93,2.35E-07
19300,19300,235559,8.86,Chai,25-May-02,Nickel,1,8.86,2.33E-07
34062,34062,510880,8.841,Kohsoom,19-Dec-04,Nickel,1,8.841,2.33E-07
28962,28962,518653,8.836,Kannika,19-Feb-04,Nickel,1,8.836,2.33E-07
30059,30059,503684,8.81,Boonsri,23-Apr-04,Nickel,1,8.81,2.32E-07
60855,60855,806394,8.75,Somchair,22-Jul-07,Nickel,1,8.75,2.31E-07
6008,6008,46330,8.7,Chai,15-Jul-99,Nickel,1,8.7,2.29E-07
33902,33902,518921,8.642,Kannika,11-Dec-04,Nickel,1,8.642,2.28E-07
91732,91732,1614379,8.6219,Boonsri,17-Feb-11,Nickel,1,8.6219,2.27E-07
44452,44452,698214,8.61,Chai,19-Jan-06,Nickel,1,8.61,2.27E-07
58797,58797,806266,8.607,Somchair,26-May-07,Nickel,1,8.607,2.27E-07
42817,42817,615970,8.595,Kannika,11-Nov-05,Nickel,1,8.595,2.26E-07
60806,60806,800603,8.585,Kohsoom,21-Jul-07,Nickel,1,8.585,2.26E-07
56319,56319,815294,8.559,Kannika,15-Mar-07,Nickel,1,8.559,2.25E-07
128464,128464,3281595,8.538,Somchair,09-Sep-16,Nickel,1,8.538,2.25E-07
55850,55850,806058,8.509,Somchair,22-Feb-07,Nickel,1,8.509,2.24E-07
19227,19227,228464,8.46,Boonsri,23-May-02,Nickel,1,8.46,2.23E-07
32190,32190,503943,8.45,Boonsri,27-Aug-04,Nickel,1,8.45,2.23E-07
64919,64919,800898,8.432,Kohsoom,22-Dec-07,Nickel,1,8.432,2.22E-07
124652,124652,3281101,8.424,Somchair,11-Mar-16,Nickel,1,8.424,2.22E-07
64081,64081,806654,8.409,Somchair,28-Nov-07,Nickel,1,8.409,2.22E-07
31130,31130,510630,8.357,Kohsoom,27-Jun-04,Nickel,1,8.357,2.20E-07
46936,46936,701204,8.326,Somchair,27-Apr-06,Nickel,1,8.326,2.19E-07
60306,60306,814426,8.312,Kannika,07-Jul-07,Nickel,1,8.312,2.19E-07
25402,25402,298092,8.28,Kohsoom,21-Jun-03,Nickel,1,8.28,2.18E-07
33478,33478,512950,8.27,Chai,21-Nov-04,Nickel,1,8.27,2.18E-07
57400,57400,813131,8.26,Kannika,12-Apr-07,Nickel,1,8.26,2.18E-07
32087,32087,512794,8.251,Chai,23-Aug-04,Nickel,1,8.251,2.17E-07
36079,36079,608617,8.196,Busarakhan,24-Mar-05,Nickel,1,8.196,2.16E-07
25348,25348,293713,8.19,Boonsri,19-Jun-03,Nickel,1,8.19,2.16E-07
44805,44805,701079,8.16,Somchair,29-Jan-06,Nickel,1,8.16,2.15E-07
57554,57554,816417,8.126,Sakda,12-Apr-07,Nickel,1,8.126,2.14E-07
129777,129777,3282771,8.098,Busarakhan,12-Nov-16,Nickel,1,8.098,2.13E-07
62665,62665,802141,8.094,Chai,07-Oct-07,Nickel,1,8.094,2.13E-07
39899,39899,605305,8.073,Chai,31-Jul-05,Nickel,1,8.073,2.13E-07
89003,89003,1326518,8.07,Boonsri,15-Oct-10,Nickel,1,8.07,2.13E-07
18945,18945,228436,8.05,Boonsri,09-May-02,Nickel,1,8.05,2.12E-07
64131,64131,807808,8.042,Busarakhan,28-Nov-07,Nickel,1,8.042,2.12E-07
18239,18239,234677,8.03,Kohsoom,23-Mar-02,Nickel,1,8.03,2.12E-07
104771,104771,2166126,8.02,Decha,18-Apr-13,Nickel,1,8.02,2.11E-07
37662,37662,603635,8.019,Chai,16-May-05,Nickel,1,8.019,2.11E-07
683,683,2729,8,Boonsri,11-Apr-98,Nickel,1,8,2.11E-07
1243,1243,2447,8,Boonsri,06-Jun-98,Nickel,1,8,2.11E-07
63049,63049,818990,7.998,Sakda,13-Oct-07,Nickel,1,7.998,2.11E-07
23817,23817,299812,7.99,Chai,19-Mar-03,Nickel,1,7.99,2.10E-07
56215,56215,813072,7.976,Kannika,15-Mar-07,Nickel,1,7.976,2.10E-07
93951,93951,1615471,7.976,Boonsri,23-Jun-11,Nickel,1,7.976,2.10E-07
129203,129203,3282691,7.97,Busarakhan,15-Oct-16,Nickel,1,7.97,2.10E-07
56371,56371,816358,7.955,Sakda,15-Mar-07,Nickel,1,7.955,2.10E-07
32640,32640,513893,7.93,Chai,17-Sep-04,Nickel,1,7.93,2.09E-07
86810,86810,1354883,7.9,Kohsoom,23-Jun-10,Nickel,1,7.9,2.08E-07
92708,92708,1626244,7.9,Tansanee,09-Apr-11,Nickel,1,7.9,2.08E-07
29536,29536,511440,7.875,Chai,21-Mar-04,Nickel,1,7.875,2.07E-07
37579,37579,617564,7.777,Sakda,13-May-05,Nickel,1,7.777,2.05E-07
22867,22867,292829,7.75,Boonsri,23-Jan-03,Nickel,1,7.75,2.04E-07
59754,59754,800541,7.712,Kohsoom,23-Jun-07,Nickel,1,7.712,2.03E-07
33595,33595,504154,7.608,Boonsri,26-Nov-04,Nickel,1,7.608,2.00E-07
88555,88555,1328190,7.6,Decha,16-Sep-10,Nickel,1,7.6,2.00E-07
42483,42483,593989,7.52,Boonsri,21-Oct-05,Nickel,1,7.52,1.98E-07
30034,30034,502510,7.46,Boonsri,23-Apr-04,Nickel,1,7.46,1.97E-07
42888,42888,617918,7.456,Sakda,11-Nov-05,Nickel,1,7.456,1.96E-07
63322,63322,803863,7.456,Chai,28-Oct-07,Nickel,1,7.456,1.96E-07
57142,57142,789601,7.413,Boonsri,06-Apr-07,Nickel,1,7.413,1.95E-07
17596,17596,173326,7.38,Kannika,21-Dec-01,Nickel,1,7.38,1.94E-07
24856,24856,303263,7.38,Kannika,21-May-03,Nickel,1,7.38,1.94E-07
37138,37138,607716,7.371,Somchair,24-Apr-05,Nickel,1,7.371,1.94E-07
57453,57453,814226,7.367,Kannika,12-Apr-07,Nickel,1,7.367,1.94E-07
43719,43719,617966,7.322,Sakda,09-Dec-05,Nickel,1,7.322,1.93E-07
85474,85474,1354771,7.3,Kohsoom,21-Apr-10,Nickel,1,7.3,1.92E-07
34299,34299,615487,7.299,Kannika,16-Jan-05,Nickel,1,7.299,1.92E-07
17569,17569,172584,7.27,Kannika,21-Dec-01,Nickel,1,7.27,1.92E-07
40933,40933,602758,7.198,Kohsoom,28-Aug-05,Nickel,1,7.198,1.90E-07
33863,33863,511879,7.189,Chai,09-Dec-04,Nickel,1,7.189,1.89E-07
128488,128488,3282594,7.158,Busarakhan,09-Sep-16,Nickel,1,7.158,1.89E-07
60503,60503,818822,7.15,Sakda,07-Jul-07,Nickel,1,7.15,1.88E-07
52797,52797,699133,7.113,Chai,15-Nov-06,Nickel,1,7.113,1.87E-07
43499,43499,604258,7.107,Chai,05-Dec-05,Nickel,1,7.107,1.87E-07
42518,42518,602842,7.097,Kohsoom,23-Oct-05,Nickel,1,7.097,1.87E-07
89301,89301,1325152,7.073,Boonsri,21-Oct-10,Nickel,1,7.073,1.86E-07
29465,29465,520773,7.071,Sakda,19-Mar-04,Nickel,1,7.071,1.86E-07
26830,26830,300627,7.066,Somchair,15-Sep-03,Nickel,1,7.066,1.86E-07
31910,31910,515429,7.042,Busarakhan,14-Aug-04,Nickel,1,7.042,1.86E-07
34830,34830,604742,7.029,Chai,31-Jan-05,Nickel,1,7.029,1.85E-07
17542,17542,171841,7.02,Kannika,21-Dec-01,Nickel,1,7.02,1.85E-07
19348,19348,237455,7.02,Chai,25-May-02,Nickel,1,7.02,1.85E-07
60011,60011,789937,7.013,Boonsri,05-Jul-07,Nickel,1,7.013,1.85E-07
25220,25220,294292,7.01,Boonsri,06-Jun-03,Nickel,1,7.01,1.85E-07
2177,2177,2569,7,Boonsri,05-Sep-98,Nickel,1,7,1.84E-07
3287,3287,3052,7,Boonsri,05-Dec-98,Nickel,1,7,1.84E-07
86169,86169,1354829,7,Kohsoom,26-May-10,Nickel,1,7,1.84E-07
27574,27574,294558,6.94,Boonsri,13-Nov-03,Nickel,1,6.94,1.83E-07
27516,27516,293322,6.93,Boonsri,13-Nov-03,Nickel,1,6.93,1.83E-07
43628,43628,615084,6.912,Kannika,09-Dec-05,Nickel,1,6.912,1.82E-07
58405,58405,817582,6.911,Sakda,10-May-07,Nickel,1,6.911,1.82E-07
44671,44671,698258,6.9,Chai,28-Jan-06,Nickel,1,6.9,1.82E-07
50149,50149,702358,6.868,Busarakhan,13-Aug-06,Nickel,1,6.868,1.81E-07
41982,41982,604096,6.797,Chai,10-Oct-05,Nickel,1,6.797,1.79E-07
22893,22893,293449,6.79,Boonsri,23-Jan-03,Nickel,1,6.79,1.79E-07
61549,61549,800666,6.789,Kohsoom,25-Aug-07,Nickel,1,6.789,1.79E-07
36000,36000,606354,6.784,Chai,17-Mar-05,Nickel,1,6.784,1.79E-07
60355,60355,815532,6.774,Kannika,07-Jul-07,Nickel,1,6.774,1.78E-07
89263,89263,1355117,6.7,Kohsoom,20-Oct-10,Nickel,1,6.7,1.77E-07
60256,60256,813309,6.693,Kannika,07-Jul-07,Nickel,1,6.693,1.76E-07
34849,34849,606259,6.692,Chai,31-Jan-05,Nickel,1,6.692,1.76E-07
27462,27462,303768,6.69,Kannika,25-Oct-03,Nickel,1,6.69,1.76E-07
